#contig	length
KI439904	26091
AXCQ01012053	1055
AXCQ01011151	4416
KI439520	128646
KI439224	371510
KI439781	53253
AXCQ01011777	1839
KI439077	554479
AXCQ01011809	1744
AXCQ01011677	2063
KI439375	288800
AXCQ01011593	2406
AXCQ01012029	1156
AXCQ01011355	3691
KI439395	141985
KI439101	440008
KI439818	37525
KI439950	32236
AXCQ01010743	6279
KI439602	91177
KI439140	367472
AXCQ01012051	1009
KI439096	439414
KI440231	29179
AXCQ01011857	1574
AXCQ01011797	1763
AXCQ01011533	2789
AXCQ01011473	3031
AXCQ01010908	5396
KI439831	30775
KI439621	77336
AXCQ01011674	2036
AXCQ01011817	1719
KI439322	201940
AXCQ01010849	5685
KI440289	20122
KI439795	66980
AXCQ01011443	3240
AXCQ01008475	21061
KI440266	21971
AXCQ01012077	1048
KI439779	38076
AXCQ01011774	1841
KI439372	231833
KI440465	29835
KI439360	187646
KI440713	9402
AXCQ01011526	2745
KI439726	72414
KI439587	101877
AXCQ01011791	1782
AXCQ01010790	6009
AXCQ01010763	6187
AXCQ01011550	2674
AXCQ01007114	42135
KI440709	11161
KI439808	74625
KI440335	20525
AXCQ01010940	5902
AXCQ01011625	2097
AXCQ01011119	4577
KI440079	16482
KI440506	10459
AXCQ01012067	1071
KI439032	643554
KI439626	72257
KI440209	35258
KI439936	23455
AXCQ01011937	1350
KI439392	144956
KI439054	589326
AXCQ01010683	7290
KI439041	638242
KI439196	546686
AXCQ01012034	1155
AXCQ01011691	2068
KI439391	173916
KI440235	24247
KI439250	249684
KI439446	136443
AXCQ01011220	1703
KI440279	32909
KI440319	17380
AXCQ01011233	4254
KI439071	570560
KI439492	101865
KI440649	8558
AXCQ01011722	1954
KI439234	256328
KI440216	20562
KI440450	11750
AXCQ01010456	7676
KI439579	71811
KI439954	53675
KI439862	45912
KI439638	77269
KI439281	223277
KI439164	350350
KI440445	10408
KI440629	9894
KI440237	11736
KI440760	10112
KI440365	19989
AXCQ01010640	6855
KI439549	77676
KI439062	524391
KI439516	102836
AXCQ01007424	35373
KI438983	1412142
KI439171	346434
KI440550	22652
AXCQ01010988	5442
KI440722	8887
KI439244	268360
KI439434	132457
KI440720	9943
KI440572	15158
KI439103	442403
AXCQ01010224	9096
KI440534	19784
KI439009	850958
AXCQ01011830	1658
KI439756	36732
KI440495	9781
AXCQ01010820	5821
AXCQ01011434	3324
AXCQ01006623	58914
KI439305	210294
AXCQ01011575	2543
AXCQ01011115	4592
KI440424	21477
AXCQ01011766	1862
KI440647	8214
AXCQ01011181	4302
KI440329	17290
KI440043	21714
KI439013	757099
AXCQ01011485	3094
AXCQ01008654	19615
KI439743	53851
AXCQ01011986	1216
AXCQ01008742	18594
KI439791	86285
AXCQ01010479	7562
AXCQ01011617	2420
KI439513	108360
KI439967	20997
AXCQ01011546	2694
KI440270	15830
KI439403	186969
AXCQ01011862	1515
AXCQ01011929	1307
KI438990	1111709
KI439345	177531
KI439555	93929
KI439120	511313
KI440160	44934
AXCQ01011977	1450
KI439653	63352
AXCQ01012026	1068
KI439129	419646
KI440608	8197
KI440557	9630
AXCQ01011949	1316
AXCQ01009097	15778
KI439959	49045
KI439570	74898
KI439340	202280
KI439914	47576
AXCQ01011105	4588
KI440666	9171
KI439316	208925
KI439559	97407
KI439841	38409
AXCQ01012014	1137
KI439940	52584
KI439151	354103
AXCQ01011816	1641
KI440517	14423
KI439229	278192
AXCQ01011942	1340
AXCQ01011362	3751
KI439113	399158
KI440071	30901
KI439930	40061
KI440663	12783
KI440675	8683
KI439858	62574
AXCQ01011847	1529
KI438975	1398347
KI439220	380263
KI439715	46624
AXCQ01011954	1312
KI439511	99813
KI439793	78528
KI439712	58948
KI440104	34790
KI439415	152402
AXCQ01011760	1885
AXCQ01012044	1133
AXCQ01005905	92547
AXCQ01010344	8376
KI440645	8622
KI440745	8376
KI439048	602337
KI439864	46948
AXCQ01011914	1410
KI440162	34686
KI440727	9465
KI439982	33063
KI439680	71022
KI438986	1231580
AXCQ01011909	1390
KI440736	10027
KI439206	293213
KI439543	83477
KI439879	36272
KI439015	728837
AXCQ01011904	1393
KI439259	287698
KI439165	336087
KI439091	437810
KI440671	12840
KI439382	160980
AXCQ01011919	1413
KI440120	35909
KI440170	39852
KI440008	24823
KI440533	23208
KI439700	67274
AXCQ01010827	5778
AXCQ01006973	46804
AXCQ01011464	3173
KI439177	307064
KI438994	1088242
AXCQ01012004	1165
AXCQ01009261	14830
KI439772	69083
KI440446	21150
AXCQ01011482	3043
AXCQ01011849	1562
KI440358	26071
KI440422	9156
AXCQ01011420	3357
KI440143	32058
KI439901	32202
KI440199	28083
KI440263	15472
KI440099	40326
AXCQ01011082	4766
KI440614	6819
AXCQ01010797	5417
KI440417	14321
KI440114	16434
KI440585	23510
KI440081	18411
KI440536	9303
KI439480	133898
AXCQ01011763	1875
AXCQ01009315	14337
KI439082	489204
KI440707	16748
AXCQ01011980	1203
KI439589	67004
KI439005	937264
AXCQ01011139	4391
KI439719	44721
KI439235	285303
KI440542	16428
AXCQ01005973	87680
KI439646	67719
AXCQ01011520	2848
KI440369	17259
AXCQ01011741	1950
AXCQ01011020	4971
AXCQ01008077	26695
KI440291	17945
KI439504	94013
KI439836	58665
KI440174	22754
KI440206	21920
KI439533	79715
KI439540	83418
AXCQ01011589	2462
AXCQ01011635	2258
KI440562	10974
AXCQ01011961	1295
KI440384	11470
KI439135	375842
KI439970	33372
KI440312	15750
AXCQ01012054	1113
KI440153	44819
AXCQ01011390	3565
AXCQ01010252	8883
KI440345	22653
KI439782	44470
KI440149	50405
KI439291	213542
KI439724	61236
KI439429	256265
KI439731	73930
AXCQ01008949	16840
KI440038	27190
KI439353	238721
AXCQ01011899	1451
KI440019	34700
AXCQ01011410	3463
KI440187	21069
KI439925	100911
KI439567	85676
AXCQ01011596	2437
KI440758	11219
AXCQ01011750	1931
KI440633	8050
KI440135	33011
KI440494	11908
KI439827	43007
KI439634	90139
AXCQ01012031	1113
KI440402	41567
AXCQ01011860	1572
AXCQ01011363	3704
AXCQ01006993	45447
KI440391	29373
AXCQ01011807	1749
KI439309	274860
KI439682	73231
KI439526	97854
KI440487	10426
AXCQ01009800	11453
AXCQ01011628	2331
KI439945	42557
AXCQ01011851	1586
KI440298	14905
KI439299	210903
KI439574	88276
KI440065	26237
KI439659	73051
AXCQ01006350	69557
KI440074	25938
KI440430	25592
KI440037	36796
KI439643	57533
KI440408	10606
AXCQ01012040	1144
KI439689	83538
KI439368	166007
KI439158	351016
AXCQ01010961	5236
KI440443	22723
KI440354	18525
AXCQ01011098	4649
KI440251	25966
KI440637	7406
AXCQ01011640	2285
KI440703	11092
AXCQ01011876	1522
AXCQ01011789	1781
KI439851	45283
KI439268	261241
KI440620	30029
AXCQ01008119	24971
KI440362	15883
AXCQ01012020	1126
KI440660	13229
KI440403	36805
AXCQ01011338	3872
AXCQ01011998	1227
KI440115	18608
KI439254	307940
KI440471	35824
KI439763	87733
AXCQ01008921	17093
KI440429	23260
KI440420	14661
KI439934	68205
KI439056	582229
KI439401	143011
AXCQ01012073	1036
KI440484	20262
KI439897	41107
KI439825	74825
KI439837	41943
KI439198	303805
KI440232	36341
KI440001	37732
KI439034	669968
AXCQ01011780	2678
AXCQ01011117	4584
KI440631	11465
KI440570	31196
AXCQ01010963	5216
KI440456	7445
KI439839	30779
KI440243	23244
KI440603	10745
KI440260	34397
KI439695	148373
KI440371	21079
AXCQ01011939	1337
KI439529	83058
KI440387	14669
KI439209	292224
AXCQ01011667	2082
AXCQ01011838	1635
AXCQ01011932	1366
KI439806	82094
KI439271	232224
KI440239	18110
KI440214	26529
KI439458	115206
KI439551	101519
KI440437	15777
AXCQ01009149	15574
KI439629	75939
KI440715	9995
AXCQ01012049	1119
KI439405	151562
KI439610	151639
KI439675	52733
KI440473	11674
AXCQ01011552	2618
KI439799	39530
AXCQ01010871	5590
KI439604	69748
KI440497	8675
AXCQ01011540	2757
KI440224	14426
AXCQ01011819	1658
KI439098	433312
KI440314	33304
KI439592	86240
KI439148	360038
KI439227	270128
KI440063	52196
KI440049	18231
KI440479	22509
KI439810	34139
AXCQ01009794	11442
AXCQ01011315	3958
KI440364	36061
AXCQ01010851	5700
KI440282	19599
AXCQ01010765	6173
KI439577	78271
KI439362	161402
AXCQ01009653	11604
AXCQ01011652	2124
AXCQ01011967	1285
KI440303	20910
KI440704	11571
KI440076	18819
KI440747	8157
AXCQ01010783	6044
AXCQ01008243	23541
KI440655	9450
KI439187	296558
AXCQ01006652	57900
AXCQ01011630	2350
KI440701	8849
KI439736	86314
AXCQ01011975	1212
AXCQ01011869	1528
AXCQ01011947	1321
AXCQ01006848	51838
KI438988	1150839
KI439813	81242
KI439874	54905
KI440680	8900
KI440307	18043
KI439343	178480
KI439394	166156
KI440130	36669
KI439957	46867
AXCQ01011057	4824
KI439452	177254
KI440201	31319
KI439947	29853
AXCQ01011496	2965
KI439568	110823
KI439856	74934
KI440718	15433
AXCQ01011222	4213
AXCQ01011656	2130
AXCQ01011884	1455
KI439241	286855
KI440367	21944
AXCQ01011129	4552
KI440208	33533
KI439075	505706
KI440062	48863
AXCQ01011855	1522
KI440475	12304
KI440676	8260
AXCQ01012060	1080
KI439717	43815
KI440194	26065
AXCQ01010787	5970
AXCQ01010818	5863
KI439115	391600
AXCQ01011614	2306
KI440057	31595
AXCQ01011699	2052
KI440320	12754
AXCQ01011304	4007
KI439441	116790
AXCQ01007369	37173
KI439314	250152
KI439758	80409
KI439637	58956
KI439232	283800
AXCQ01011751	1920
AXCQ01005866	94623
AXCQ01011320	3744
KI439650	124837
AXCQ01010929	5326
AXCQ01006567	61142
AXCQ01005203	139846
AXCQ01009584	12801
KI439994	31728
KI439753	63734
KI440268	22164
AXCQ01011768	1853
KI440041	51550
KI439961	26884
AXCQ01010903	5464
AXCQ01010829	5778
KI439105	505626
KI440759	13312
AXCQ01011927	1327
KI439028	732108
AXCQ01011487	3048
KI439002	877196
KI439564	169586
AXCQ01011380	3652
AXCQ01007414	35545
KI440553	7994
KI440480	21940
AXCQ01011984	1255
KI440283	19875
KI439965	47486
KI440453	10365
KI439043	649533
KI440273	23008
KI439474	124312
KI439427	126633
AXCQ01005798	99286
KI440176	29638
AXCQ01008699	19296
KI440640	31831
KI440687	9472
KI439667	83821
KI439030	696726
AXCQ01011735	1955
KI440441	11553
KI440023	23531
KI439256	239106
AXCQ01011753	1915
AXCQ01011719	2019
AXCQ01011447	3196
AXCQ01011565	2264
AXCQ01008797	18634
KI439068	651714
AXCQ01011325	3906
KI440205	31985
AXCQ01010678	6647
KI440622	7817
KI439359	161404
AXCQ01011999	1162
KI440185	24346
KI439152	345350
KI440405	12357
KI440431	35131
KI440253	21508
AXCQ01009547	12941
KI439773	38159
AXCQ01010260	8821
AXCQ01011725	2005
KI440682	9984
KI439023	760870
KI440513	14525
KI439420	163986
KI439907	53426
AXCQ01012059	1093
KI440318	33381
KI439336	179151
AXCQ01011637	2318
KI439888	36842
AXCQ01010668	6670
KI440657	19928
KI440566	8233
AXCQ01011480	3106
AXCQ01009880	11069
KI440376	20483
KI440732	13684
AXCQ01010645	6818
KI440192	14777
KI439109	432931
KI440220	39120
KI439606	65814
KI439943	58130
AXCQ01011897	1452
KI440366	14581
KI439294	218721
AXCQ01011781	1779
KI439159	347914
KI440112	43276
KI439184	334023
KI440151	19798
AXCQ01011680	2096
KI440129	30546
KI439849	60751
AXCQ01012009	1207
KI439440	162550
AXCQ01009552	12875
AXCQ01008569	20251
KI439686	49332
KI439413	158493
KI440346	42355
KI440350	9760
KI439355	199744
AXCQ01010960	6311
KI439228	328509
KI439840	30722
KI439057	561323
KI439722	75703
AXCQ01011458	3156
KI439662	54867
KI439496	110760
KI439481	100243
AXCQ01011964	1287
AXCQ01011649	2176
KI439147	364669
AXCQ01006110	77877
KI440541	12941
KI440225	63160
AXCQ01011993	1245
KI439822	75765
KI439591	84365
AXCQ01010281	8672
KI439929	20691
AXCQ01012006	1174
AXCQ01011148	4585
KI439174	316934
KI439331	177560
KI440598	7969
KI439278	235948
AXCQ01009944	10536
KI439126	386520
KI439617	67750
KI439903	35834
AXCQ01012038	1147
KI438977	1468847
KI440664	17146
AXCQ01011047	4950
AXCQ01005970	88493
AXCQ01005946	89786
KI439046	606135
KI439270	241208
AXCQ01011155	4412
AXCQ01009587	12685
KI440080	27558
KI440595	5451
KI439729	90100
AXCQ01012075	1012
KI439611	71631
AXCQ01011662	2113
KI440578	16189
KI440164	20492
KI440294	19044
KI438997	1144112
KI440088	44696
AXCQ01010619	6969
KI439018	746791
KI440140	45975
AXCQ01011952	1312
AXCQ01011670	2099
KI440089	30376
KI440395	15047
KI439788	78265
KI439502	101773
AXCQ01005899	93676
AXCQ01010812	5902
KI439489	122455
KI439869	26749
KI440005	29676
AXCQ01011688	2052
KI440762	8863
KI440158	23124
KI439219	313541
KI439260	244413
KI440672	8487
KI440086	39567
KI439119	435605
AXCQ01008830	18011
KI440119	29111
KI440658	11556
AXCQ01011921	1319
AXCQ01011923	1359
KI439923	28602
KI439860	35857
AXCQ01011951	1316
KI440416	33015
KI439580	88512
KI439089	429162
AXCQ01011466	4459
AXCQ01011425	3392
AXCQ01011418	3339
AXCQ01011424	3292
KI439261	235440
KI439641	119670
AXCQ01011881	1505
AXCQ01011915	1340
KI440625	9006
KI440014	28035
AXCQ01011626	2365
KI439900	66251
KI438985	1207909
AXCQ01010091	9714
KI440400	16383
AXCQ01006170	75071
KI439214	313837
KI439004	861479
KI439407	142412
KI440710	8306
KI439749	48282
AXCQ01009392	13788
KI440330	20820
KI440691	10408
KI440127	19972
KI438987	1174400
AXCQ01011500	2926
KI440295	10229
KI439760	55054
KI439107	463107
KI439117	388732
AXCQ01011997	1220
AXCQ01008785	18290
KI440537	10275
AXCQ01010677	7456
KI440310	23172
KI439471	104638
KI439891	33538
AXCQ01008111	25069
KI440721	10320
KI440677	8333
KI439651	84844
KI439913	34614
AXCQ01011429	3361
KI439124	394193
KI440223	33051
KI439762	41277
KI439312	237755
KI440700	10379
AXCQ01011568	2635
KI439280	220358
KI439734	85223
AXCQ01008848	17711
AXCQ01011683	1987
KI439225	268930
AXCQ01009491	13085
KI439752	44822
AXCQ01011580	2578
KI440508	9849
KI439066	495407
AXCQ01011991	1250
KI439518	97399
KI439172	343119
AXCQ01009593	12877
KI440381	16830
KI439081	457196
AXCQ01011973	1214
KI440332	11571
KI440483	19338
AXCQ01011250	4444
AXCQ01011946	1262
KI440012	32495
KI440264	13897
AXCQ01011302	3921
AXCQ01008244	23503
AXCQ01008199	24075
AXCQ01010821	7902
KI440642	7493
KI439575	70764
KI439341	175310
KI440410	23810
KI440015	25471
KI439768	62666
AXCQ01010538	7360
KI439872	47139
AXCQ01011642	2270
AXCQ01011517	2899
KI439561	82875
KI439439	135394
KI440047	24161
KI440385	11084
KI440681	9277
AXCQ01010715	6720
AXCQ01011391	3509
KI439525	107346
KI440519	12408
KI439911	45727
KI440739	10767
AXCQ01010708	6393
KI439325	184988
KI439933	38454
AXCQ01012057	1000
KI440061	34940
AXCQ01012074	1025
KI440524	17637
KI440588	15656
KI439883	69796
KI439890	42698
KI440435	15408
KI439287	243991
AXCQ01010767	6148
KI440183	13183
AXCQ01011971	1276
AXCQ01011749	1880
KI440757	8060
KI439709	47741
KI439835	58230
KI439974	21436
AXCQ01008014	26555
KI439464	116353
KI439285	245740
KI440501	17280
KI440636	16757
KI440607	12755
KI439739	133583
AXCQ01011053	4854
KI440055	39514
KI439902	77786
KI439389	144616
AXCQ01011040	3273
KI440064	26682
KI439388	146548
KI439797	75169
KI440247	47675
KI439273	230826
AXCQ01011764	1875
KI440262	20417
KI440460	18809
KI440285	33899
KI440555	14949
AXCQ01011619	2351
KI440360	19491
AXCQ01006731	55408
KI440454	23315
KI439804	46890
AXCQ01009857	11165
AXCQ01010989	5124
KI439815	50781
AXCQ01011214	4286
AXCQ01011705	2059
AXCQ01011933	1359
KI439037	677352
AXCQ01012065	1078
AXCQ01011787	1740
KI440048	39879
KI440651	9699
KI439596	152089
KI439399	152504
KI440274	21637
AXCQ01007603	32462
KI440219	18151
KI439200	313584
KI439738	44871
KI440305	15741
AXCQ01010861	4671
AXCQ01011646	2252
KI439949	29958
KI439935	53572
KI439093	460729
KI439450	121495
AXCQ01011555	2661
KI440313	11533
KI440565	16313
AXCQ01011895	1454
KI440322	25730
KI440377	18668
KI439364	186579
KI439445	117364
KI439461	107627
KI439919	42515
KI439801	59146
AXCQ01011940	1340
KI439983	22924
KI439414	133249
KI440213	24851
KI440462	26313
AXCQ01011694	2410
KI439327	289252
KI439720	78041
KI440627	33321
AXCQ01012001	1207
KI439921	35697
KI439905	37289
KI439418	138667
KI439578	81331
AXCQ01011872	1525
KI439296	220373
KI440073	27436
KI440016	46063
KI439183	310348
KI439357	176730
KI439854	28656
KI440731	12418
AXCQ01011477	3055
KI439190	302077
AXCQ01011639	2308
AXCQ01011888	1488
KI440699	9540
KI440489	12017
AXCQ01011633	2276
KI439132	379843
KI439070	490486
KI440107	41660
AXCQ01011746	1888
KI440190	38501
KI439535	85295
KI439377	154521
KI440034	30887
KI440469	13131
KI439989	23804
KI439161	524502
KI440737	8452
KI439443	132831
KI439079	537525
AXCQ01011682	2096
KI439059	518359
KI439193	365888
KI439384	230780
AXCQ01010129	9469
AXCQ01011821	1660
KI440240	19955
KI439349	191255
KI440509	8753
AXCQ01007020	44146
AXCQ01009213	15086
KI440348	16686
AXCQ01010958	3463
AXCQ01011457	3228
KI440399	10521
KI439669	51765
KI439258	240382
AXCQ01011917	1328
KI439823	33671
KI439477	104097
AXCQ01008697	19321
KI440702	9531
AXCQ01011113	4598
KI439304	230443
KI440352	16967
AXCQ01011925	1287
AXCQ01011562	2641
AXCQ01012018	1187
KI440078	29975
KI440334	47781
KI440499	11958
KI438979	1324000
KI440439	22833
AXCQ01011006	5690
KI439154	447826
KI439728	40732
KI439139	390140
AXCQ01008935	18120
KI439472	106326
KI439361	157409
KI439598	78861
KI439245	269357
KI439775	78729
KI440297	10810
KI439987	49019
AXCQ01010697	6530
KI440458	22302
KI439222	276451
KI440683	11502
KI439102	441700
AXCQ01009658	12270
KI439025	713019
AXCQ01011690	2037
AXCQ01010796	5971
KI439247	253000
AXCQ01011779	1832
AXCQ01011908	1440
KI440033	44439
KI439830	82123
KI440418	31567
KI440609	14525
AXCQ01010144	9423
KI439790	65860
KI440123	26353
KI439112	429013
KI439867	62734
KI439678	75807
KI439632	62586
KI439485	100233
AXCQ01011422	3318
AXCQ01012037	1150
KI439546	93622
AXCQ01007054	45013
KI439212	293058
AXCQ01011468	3142
KI439202	284398
KI439087	451794
AXCQ01011671	3916
AXCQ01011609	2445
KI439941	42298
KI440203	27158
KI440106	58379
AXCQ01011883	1504
KI440530	9098
AXCQ01010723	6405
KI439910	68714
KI440639	11973
AXCQ01009279	14661
KI439500	105644
KI440045	43329
KI439211	290234
AXCQ01011957	1287
KI439240	255486
KI439333	232862
AXCQ01009899	10957
KI440138	24261
AXCQ01012072	1045
KI440502	15061
AXCQ01011856	1577
KI439483	104184
KI440226	25191
AXCQ01011716	2021
AXCQ01011146	4499
AXCQ01011983	1256
KI440144	34827
KI439423	144446
KI440477	17972
AXCQ01012011	1202
KI439371	201744
KI440693	10661
AXCQ01011475	3080
AXCQ01011013	5069
AXCQ01011354	3808
KI439505	102115
AXCQ01011271	4119
KI440467	10885
KI439846	55163
KI439541	89554
KI440596	22835
KI440393	14220
KI440616	7529
KI439707	55004
KI440054	68161
AXCQ01011285	4038
AXCQ01011074	4813
KI440068	25748
AXCQ01009245	14936
AXCQ01011026	5001
KI440525	24061
AXCQ01011794	1200
AXCQ01011585	2472
AXCQ01007150	42081
KI439817	61924
AXCQ01011664	2155
KI440583	16913
KI439178	314375
KI439302	208234
KI439329	180117
KI440764	8321
AXCQ01011490	3021
KI440643	20618
KI440136	32713
AXCQ01011661	2174
AXCQ01009274	14751
KI439522	88356
AXCQ01011870	1532
AXCQ01009971	10879
AXCQ01011944	1324
KI439319	219305
KI439956	38769
AXCQ01008185	24167
KI439573	82625
KI440132	33352
AXCQ01009834	11489
AXCQ01010823	5699
AXCQ01011369	3727
KI439676	60323
AXCQ01004895	161429
KI440548	22228
KI439494	146277
KI439619	64315
KI440719	10633
KI440060	56564
KI439685	51063
AXCQ01011840	1512
KI439283	341571
AXCQ01011747	1941
KI439881	44944
KI439339	176929
KI439517	86829
KI440648	17097
KI439713	65127
KI440178	32832
KI440341	12490
KI439931	30179
AXCQ01011931	1306
KI439409	150420
KI440527	13865
KI439647	60161
KI439767	67096
AXCQ01011180	4344
KI439169	362031
KI439754	62977
KI440679	16775
AXCQ01012008	1207
KI439972	27743
AXCQ01011504	2955
AXCQ01010894	5496
KI440741	9778
KI440432	14967
KI439563	79674
AXCQ01011544	2743
AXCQ01011858	1574
KI439783	80984
KI439044	627002
KI440426	14487
AXCQ01011531	2694
AXCQ01011756	1902
KI439652	57454
KI440146	22736
AXCQ01011959	1215
KI439538	83436
KI439122	389828
KI439217	290123
AXCQ01011828	1642
AXCQ01011867	1445
AXCQ01011988	1250
KI439964	40059
KI439006	853988
AXCQ01011978	1158
KI440217	25578
AXCQ01011935	1266
AXCQ01012016	1188
KI440234	14039
KI440325	26898
AXCQ01011785	1810
KI439917	25661
KI439938	22874
KI440066	17593
AXCQ01004834	167019
KI439557	88840
KI440523	31342
KI439751	91455
KI439455	128541
AXCQ01011548	2673
AXCQ01011010	5350
KI439039	626458
KI439298	224893
KI440110	35863
KI440368	10028
KI440540	10222
AXCQ01011211	4443
KI440333	16476
KI439131	426435
KI439672	70174
AXCQ01010386	8026
KI440575	11112
KI440229	37231
KI440276	28763
KI439893	43729
KI440628	22799
KI439927	49105
KI439134	398209
AXCQ01010978	5137
KI439397	143705
KI439778	74504
KI439885	24359
KI440210	31142
AXCQ01007707	30956
AXCQ01007310	38499
KI439237	274225
KI440383	12169
AXCQ01010534	7749
AXCQ01011675	2081
AXCQ01006566	61319
KI439802	62743
AXCQ01012024	1176
KI439628	59135
AXCQ01011595	2502
AXCQ01011879	1458
KI439951	44726
AXCQ01010576	7287
KI440211	21604
KI440288	16204
KI439459	158344
KI439141	374310
AXCQ01011900	1449
KI439366	212292
KI439844	43439
KI440543	13563
AXCQ01011969	1231
KI439162	368913
AXCQ01010769	6066
AXCQ01010639	8234
AXCQ01007282	38740
KI439548	77901
KI439466	124492
AXCQ01011065	4836
KI440413	9084
AXCQ01011524	2776
AXCQ01011823	1566
KI440744	7957
KI440301	26321
KI440635	11195
KI439144	401938
KI439195	340529
KI439916	54047
AXCQ01010845	5719
AXCQ01011519	2750
KI440222	20535
KI439188	338338
KI440581	19685
AXCQ01010746	6184
KI439613	96423
AXCQ01011962	1292
AXCQ01012023	1176
KI439095	455545
KI439275	222410
KI440389	42822
KI440728	8309
KI439744	46588
KI440516	9088
KI440560	15553
AXCQ01012052	1110
KI439635	133468
KI440256	31572
AXCQ01011803	1752
KI440433	17960
KI440605	9597
KI440505	20202
KI440027	46210
KI439422	137057
AXCQ01011824	1669
KI440388	18870
KI439321	244648
KI440507	29998
KI440324	14114
KI439282	257116
KI439735	41096
KI439809	33008
KI439457	128086
AXCQ01010784	6039
AXCQ01011773	1741
AXCQ01011551	2871
KI440604	8167
KI439937	72467
KI440654	11050
KI439449	121769
KI440678	7461
KI440630	9081
KI439622	92112
KI439834	51970
AXCQ01010909	5369
KI440353	16154
AXCQ01012028	1167
KI439625	115233
KI439033	736729
AXCQ01011976	1263
KI439523	122117
AXCQ01012033	1156
AXCQ01008593	20670
KI439581	81847
KI439601	68069
AXCQ01011796	1763
AXCQ01012042	1141
KI440571	8070
AXCQ01012013	1196
AXCQ01012050	1121
KI440602	18230
KI439819	57829
KI439593	69741
KI439747	42768
KI439243	281386
AXCQ01011837	1550
AXCQ01011673	2057
KI440386	12391
AXCQ01006704	56215
KI439895	41443
AXCQ01011266	4181
KI439552	103927
AXCQ01010850	6271
KI439396	140787
AXCQ01006738	55087
KI440748	8833
KI440407	17818
KI439757	66716
KI440412	11624
KI439163	357167
KI439233	270639
KI440577	9268
AXCQ01011301	4011
AXCQ01011790	1702
KI440563	20668
KI440551	37816
KI439330	224019
KI440070	69663
AXCQ01011930	1367
AXCQ01011936	1345
KI439880	50139
KI439197	392189
KI439114	422276
KI439599	67564
KI440277	40566
KI439100	483189
KI439249	262317
AXCQ01011948	1321
AXCQ01012035	1152
KI440228	30404
KI440336	11779
AXCQ01010201	9039
AXCQ01011559	2653
AXCQ01005219	139769
KI440278	25944
AXCQ01011221	4285
KI440624	21617
KI439491	148661
KI440042	43904
AXCQ01011767	1861
KI439027	753157
KI440425	10630
KI439363	168449
AXCQ01011579	2524
KI440328	40076
