#contig	length
KB670124	18654
KB670075	17313
KB670129	11190
KB670975	1763
KB670721	7299
KB671679	117956
KB671766	87403
KB670354	4912
KB669670	480275
KB672037	36441
KB671315	1272
KB670784	2856
KB669897	25992
KB672053	684802
KB672026	45360
KB671806	80363
KB671897	87483
KB670747	2497
KB669708	24550
KB671726	147312
KB671008	1799
KB671372	1173
KB670003	385621
KB671645	135201
KB669792	448693
KB670987	1847
KB671265	1257
KB671300	1186
KB671070	275439
KB670947	1008735
KB670487	9148
KB671192	280893
KB671758	109159
KB672031	644230
KB669663	13231
KB670068	11012
KB671434	1065
KB670645	2736
KB671151	1566
KB669978	9868
KB671955	62010
KB670623	2795
KB671366	1145
KB671705	134599
KB671539	192720
KB671054	2407
KB671226	1415
KB671830	67586
KB671928	55326
KB671355	1107
KB670995	1825
KB669749	43846
KB671026	1767
KB670278	4089
KB670686	2612
KB672188	26237
KB671213	1396
KB669935	15258
KB672079	55778
KB669799	9552
KB670895	1992
KB669824	9075
KB670943	1941
KB671995	47850
KB670917	8122
KB670573	8851
KB670089	21976
KB670949	1903
KB670688	2331
KB670378	8238
KB670061	6750
KB671186	1500
KB671191	1492
KB669999	27401
KB671525	230729
KB669869	27735
KB670563	5150
KB669697	23156
KB670421	3558
KB671812	71037
KB670348	5666
KB670151	5619
KB670132	5014
KB672254	30809
KB671966	46476
KB669787	30721
KB670196	4536
KB671494	232501
KB671033	6610
KB672282	35749
KB670542	3995
KB670260	15655
KB671201	1463
KB670671	3102
KB671631	155230
KB669973	8352
KB669814	443987
KB671596	223603
KB669919	6630
KB669766	11401
KB671075	1616
KB670293	14570
KB670641	17930
KB669617	42935
KB671717	105286
KB670166	12696
KB671569	171670
KB670164	8187
KB669686	10581
KB669911	20499
KB671636	144778
KB670962	6746
KB670852	6509
KB671588	175354
KB670429	4199
KB670285	19230
KB671559	187054
KB671978	52728
KB670959	266621
KB669637	475409
KB671116	1578
KB670865	8552
KB671342	1162
KB669658	11315
KB670928	6922
KB672242	524201
KB671985	63627
KB670866	13520
KB671254	1366
KB670504	6207
KB670158	386175
KB670149	4961
KB671445	1052
KB670141	4925
KB670599	12345
KB670762	7878
KB672002	42160
KB672192	19653
KB669859	424785
KB670952	1921
KB669901	11907
KB671731	1501809
KB669759	443619
KB670861	2133
KB670754	2412
KB670903	272448
KB671707	144861
KB672211	23042
KB672213	50354
KB670664	7556
KB670586	2923
KB672241	34490
KB671280	996636
KB670248	4355
KB669729	20410
KB671819	71375
KB671791	101154
KB671784	85715
KB671790	80497
KB669902	6802
KB670324	4633
KB672172	19815
KB672205	21206
KB671650	142870
KB670771	2316
KB671944	50137
KB670636	332980
KB669625	12324
KB671126	1537
KB671259	1362
KB670209	4927
KB669854	11688
KB669644	11857
KB670055	20373
KB671846	67510
KB670458	339602
KB670908	1963
KB671165	1447
KB671773	80663
KB670915	1792
KB669627	28242
KB671848	82847
KB671118	1547
KB670471	8292
KB669747	10705
KB669757	12002
KB670743	7028
KB671488	257236
KB671371	1121
KB671140	7206
KB670121	14793
KB670627	2783
KB670588	3881
KB671877	83750
KB671741	98536
KB670335	3910
KB670652	2718
KB671793	86936
KB669764	8871
KB670474	4374
KB671031	1701
KB669953	20001
KB671801	84026
KB671899	67347
KB669921	6577
KB670436	392799
KB670760	2395
KB669866	12074
KB671998	606403
KB670933	2535
KB670463	3370
KB671908	76715
KB671423	1093
KB669706	48527
KB670180	4734
KB672280	30346
KB669812	19431
KB670964	1427
KB671233	1407
KB669721	15121
KB672263	14067
KB671168	1360
KB671378	1165
KB671684	135403
KB672236	15540
KB670769	2367
KB671082	1651
KB671712	107545
KB670618	2833
KB670608	2866
KB671452	14468
KB671681	129525
KB670241	15594
KB669984	6736
KB671273	1336
KB670772	2362
KB670481	8775
KB671309	1216
KB670603	2829
KB671960	66267
KB670227	18322
KB671858	86234
KB670088	15280
KB670810	12247
KB671238	1314
KB671753	106926
KB671393	1081
KB671769	99526
KB670187	4693
KB671447	241850
KB670650	8455
KB671975	56387
KB671389	1143
KB669966	21692
KB670676	8320
KB670829	2163
KB671462	7921
KB671576	845256
KB670616	6897
KB670625	313477
KB671305	2442
KB669928	14250
KB671418	1109
KB670982	11885
KB672261	38748
KB672049	38183
KB672097	36348
KB670407	3632
KB670556	8307
KB670725	1159133
KB670569	303343
KB670114	388983
KB669926	6508
KB671408	1122
KB671670	127290
KB671617	150530
KB670443	4353
KB671572	178259
KB670818	2257
KB670639	11574
KB670035	7845
KB671565	1037197
KB670834	2070
KB670034	5477
KB670517	8392
KB669914	463122
KB671063	2479
KB672064	1332465
KB671080	1665
KB671338	1229
KB671106	1619
KB671518	247498
KB671939	55521
KB671205	6147
KB670317	3991
KB671332	1239
KB670524	3134
KB671044	6801
KB671542	182855
KB670535	3064
KB671663	123016
KB672016	42578
KB672223	32930
KB669677	30085
KB670811	2213
KB671696	114690
KB672085	50211
KB670268	8541
KB670047	427421
KB671094	1513
KB670497	3214
KB671024	1768
KB669840	16554
KB670441	3469
KB671133	1540
KB671474	267005
KB671964	50036
KB670694	12631
KB669733	9399
KB670678	3654
KB670099	11803
KB671890	87534
KB671144	6266
KB671537	203360
KB672186	20243
KB671156	1554
KB671228	1312
KB670008	16697
KB670094	5226
KB670111	28032
KB670659	2699
KB670521	4360
KB670736	6864
KB672230	17464
KB670062	12405
KB671017	1779
KB671341	1174
KB669968	10844
KB672008	37678
KB670419	3560
KB671652	214703
KB670662	8172
KB670643	2747
KB670066	29930
KB670246	10854
KB672163	46223
KB669937	12356
KB670845	2174
KB670774	8770
KB669823	16652
KB670001	11416
KB670578	2875
KB671828	85157
KB671926	76264
KB669830	14918
KB671957	60860
KB672179	21291
KB671800	81308
KB671390	1136
KB671951	50895
KB669772	27043
KB669710	10945
KB670890	7040
KB672046	34146
KB670993	1831
KB670198	10023
KB670022	13403
KB670797	12047
KB671353	1148
KB670742	15962
KB669801	25541
KB671942	657876
KB670092	362959
KB669719	9641
KB669699	20937
KB671997	38822
KB669833	30518
KB670029	12714
KB671142	1539
KB672116	58225
KB671052	1700
KB669993	22316
KB671426	1089
KB670384	3716
KB670859	299073
KB671188	1498
KB671523	188690
KB671811	89787
KB671258	246231
KB670356	16068
KB669899	6832
KB670544	8494
KB672207	17106
KB670127	10290
KB670719	2483
KB671804	98115
KB671607	154315
KB669945	11172
KB671194	1462
KB671895	82620
KB672215	16782
KB670850	3523
KB671171	1514
KB671405	1083
KB669619	25434
KB671313	1231
KB671549	213202
KB669794	10325
KB670427	9765
KB669779	9956
KB670786	7275
KB670122	10714
KB670005	6951
KB670270	5097
KB669886	6988
KB670489	8524
KB671120	6866
KB671383	1108
KB670740	8360
KB671336	259660
KB669862	7095
KB671760	93403
KB669742	26543
KB670985	1853
KB669665	39770
KB672004	37533
KB671436	269247
KB669888	18026
KB672077	29825
KB672198	584324
KB670796	2239
KB670551	3023
KB671282	1320
KB671622	147075
KB671149	1509
KB670506	3207
KB670910	1970
KB669752	9053
KB670597	3002
KB670366	8794
KB670310	3955
KB670136	442296
KB671788	105711
KB670210	14220
KB670392	379861
KB669852	13549
KB671821	72707
KB669842	14945
KB669727	9545
KB671986	62460
KB671931	664866
KB670684	7730
KB671006	1802
KB670889	6916
KB672174	19015
KB671477	214989
KB671395	1140
KB670648	7850
KB670877	2102
KB671677	115831
KB670156	4782
KB670808	2922
KB669851	7280
KB672247	35656
KB669881	413131
KB669975	12653
KB671061	1683
KB670926	1983
KB671410	1060
KB672147	74096
KB670134	7798
KB671035	1682
KB672024	58197
KB671629	153530
KB672273	14078
KB670936	314574
KB670071	5320
KB671365	1171
KB670016	5663
KB671775	80932
KB671826	68344
KB671553	165380
KB671744	102974
KB670162	15641
KB671695	115303
KB671348	1212
KB670570	2965
KB670204	10143
KB671590	193841
KB671252	1371
KB671638	128675
KB670405	11568
KB670817	2917
KB671703	113760
KB671583	167456
KB670838	2181
KB671561	190964
KB670868	7079
KB671465	1010
KB671912	55001
KB672092	27115
KB670411	11166
KB670537	12859
KB671980	50484
KB671567	161112
KB669818	8886
KB669943	20252
KB669970	427427
KB671840	78809
KB671682	151693
KB670924	1978
KB671977	52121
KB670875	7075
KB670184	6206
KB672161	50225
KB671084	1533
KB672234	20130
KB669960	13053
KB670702	328138
KB670239	4348
KB670605	8962
KB670920	6486
KB671037	1740
KB671454	1040
KB671755	83844
KB670364	15758
KB669991	7244
KB671506	198752
KB670147	366402
KB670295	5199
KB671872	65208
KB670827	13599
KB670377	3737
KB669924	6479
KB672133	29505
KB670614	293386
KB672047	43027
KB669982	13453
KB670179	4682
KB671691	135436
KB670412	3597
KB670977	1863
KB671180	1482
KB670674	9154
KB672221	16574
KB670057	10179
KB671470	1126
KB670330	3927
KB670480	360673
KB671647	162020
KB669809	24496
KB670465	8392
KB671748	86941
KB670723	2417
KB671850	83797
KB671490	248525
KB672000	38689
KB671302	6463
KB670229	4382
KB671879	84344
KB672149	43705
KB670499	3208
KB669684	22896
KB671294	1309
KB671869	86561
KB672056	39270
KB670337	3901
KB670938	1957
KB672249	16150
KB670201	13312
KB669762	27040
KB669857	17425
KB672123	45466
KB672158	26071
KB672278	27397
KB670711	2500
KB669646	11725
KB672268	18798
KB671022	1772
KB672225	45206
KB671046	1603
KB671159	1550
KB672083	35908
KB670657	7618
KB670681	3551
KB670836	1080302
KB669980	14738
KB670223	4474
KB671461	1008
KB670461	3373
KB670104	5160
KB671883	66350
KB671551	215368
KB669679	20214
KB669939	8380
KB670893	2060
KB671215	1395
KB671493	246711
KB671661	116179
KB671170	238088
KB669771	32617
KB670359	7616
KB671245	1364
KB671554	892876
KB671039	1738
KB671096	1627
KB670629	14461
KB671654	807181
KB670669	292350
KB671535	179668
KB669774	8620
KB670045	22129
KB670492	3280
KB670620	2769
KB671013	1788
KB670514	328486
KB670439	10873
KB669878	8392
KB671236	289773
KB671307	1313
KB671990	99486
KB670280	1130141
KB670522	3344
KB670305	10317
KB671921	64120
KB672170	60958
KB670697	2543
KB671326	1164
KB671015	1751
KB671109	1616
KB670109	5098
KB669781	466543
KB672191	44344
KB670010	6464
KB670567	2967
KB671500	213852
KB672259	26822
KB669802	21993
KB671420	1048
KB671351	1213
KB670213	21034
KB670434	14245
KB670116	28844
KB671578	169890
KB671277	1325
KB671864	87119
KB672118	32817
KB672013	36684
KB671128	6305
KB671665	734464
KB669784	15312
KB669835	18082
KB670655	3108
KB671464	1019
KB671860	65786
KB671029	1757
KB669828	7596
KB671563	163937
KB671406	1122
KB670288	24062
KB672252	14642
KB669735	9426
KB669916	21441
KB671243	1389
KB671906	64851
KB670451	9934
KB671441	1058
KB671530	180232
KB670315	27820
KB671073	2108
KB672099	55677
KB671303	244961
KB671615	141885
KB671413	1113
KB670790	7948
KB670070	438799
KB672119	24962
KB671242	1373
KB669962	6124
KB671422	1095
KB671158	237549
KB669923	23068
KB670437	3485
KB670529	3117
KB670107	23022
KB671428	1086
KB672072	38473
KB671886	59740
KB671614	152548
KB670680	306178
KB671700	112377
KB670098	5203
KB671746	100458
KB671657	130529
KB670298	5216
KB670555	3002
KB671499	245073
KB671197	1473
KB670302	18523
KB669673	13946
KB672266	35142
KB670185	14831
KB670696	2487
KB670250	16594
KB670273	13532
KB672094	33592
KB671547	183379
KB671603	200063
KB670539	3074
KB670264	9826
KB670456	4644
KB669884	19306
KB672130	36375
KB671988	48852
KB671239	1391
KB670312	11136
KB670631	6990
KB671693	118797
KB670218	8302
KB671467	1012
KB670044	5463
KB670320	3987
KB672027	34464
KB671268	1257
KB670468	3365
KB671276	1329
KB669803	508795
KB669874	23582
KB671556	188785
KB671711	108167
KB672088	40952
KB671533	175475
KB671512	205370
KB669971	19227
KB670841	2184
KB670613	1072909
KB672220	492264
KB672226	16108
KB669837	458212
KB669754	25318
KB670271	14739
KB671097	1581
KB669740	32077
KB669890	6906
KB672238	25490
KB671038	1637
KB671174	1524
KB671169	1009667
KB671893	71067
KB670037	17960
KB671098	1581
KB671668	129237
KB671649	124906
KB670144	10057
KB670805	7570
KB672067	35028
KB669667	20708
KB671293	6715
KB670007	17495
KB671907	122521
KB671162	1543
KB672145	28647
KB671520	184123
KB670710	6977
KB671330	1140
KB672277	16075
KB670881	323504
KB671283	1309
KB670442	8315
KB670713	286284
KB670777	6861
KB669947	1191755
KB670052	6489
KB672137	38058
KB671510	883650
KB670656	2510
KB669703	511947
KB671749	112883
KB670079	6696
KB670175	15713
KB669680	16800
KB672126	25242
KB669834	7437
KB671138	1591
KB669829	23753
KB669770	457804
KB669648	476360
KB671030	1756
KB670084	9795
KB670980	1805
KB669744	28527
KB670323	8511
KB671403	265966
KB671792	93224
KB671040	1559
KB671891	62091
KB670610	2860
KB671401	1092
KB671688	131099
KB671450	1045
KB671385	1158
KB670341	5278
KB671963	70171
KB669614	1335683
KB671737	91866
KB670843	7357
KB670585	2890
KB672058	53396
KB670658	315696
KB669956	17416
KB671715	100047
KB671836	72306
KB669821	13863
KB671485	218713
KB670824	8402
KB671865	647108
KB672045	37539
KB671089	1589
KB670117	6698
KB670282	9871
KB670706	7489
KB670607	2845
KB670449	3444
KB669761	36143
KB670237	5697
KB670018	5649
KB669631	12241
KB670375	14090
KB671492	278243
KB671610	157984
KB670979	1861
KB670682	7430
KB669723	12331
KB670171	10597
KB670192	395303
KB672135	22734
KB670869	2111
KB669643	18271
KB670580	329544
KB670287	6371
KB669994	5830
KB669751	9017
KB670858	2093
KB670905	1981
KB671130	1592
KB669790	8312
KB671586	163715
KB670986	9264
KB671915	74034
KB670328	10357
KB671584	164708
KB669633	12203
KB670135	12527
KB670065	23629
KB671072	1668
KB670814	303651
KB670207	4462
KB670447	316036
KB670879	2062
KB669725	1305915
KB670119	15536
KB670870	316213
KB671925	61201
KB671626	166746
KB671722	128554
KB670954	1537
KB671580	160145
KB672069	28848
KB670967	6925
KB671655	133684
KB669941	22168
KB670137	10221
KB670399	3631
KB669639	13386
KB671478	208729
KB670922	1959
KB671727	137427
KB670381	10762
KB670793	4974
KB670415	3599
KB672171	30530
KB670857	2113
KB671000	1809
KB671288	1304
KB669958	6221
KB670262	9392
KB671814	93631
KB670766	2908
KB670507	3145
KB671522	212605
KB671594	170668
KB672020	588320
KB670110	25020
KB671640	131627
KB671218	1424
KB671545	188180
KB670402	3638
KB671634	139485
KB670734	11333
KB670668	9976
KB670074	7750
KB670026	8572
KB669905	11792
KB670884	1721
KB670081	404145
KB671178	1514
KB669652	42062
KB670727	2418
KB671905	70834
KB670155	4899
KB669879	24853
KB671504	213948
KB670369	373653
KB672189	18129
KB669621	15494
KB670972	1777
KB669845	7387
KB671102	1563
KB671810	90300
KB671900	58171
KB670454	3334
KB671612	157282
KB672143	23174
KB672022	39240
KB671349	1211
KB671734	110301
KB669892	416007
KB671121	1604
KB670937	1959
KB671255	1288
KB671114	279136
KB671318	1235
KB670759	299147
KB670751	2415
KB670931	10085
KB671438	1062
KB671359	1175
KB670432	24660
KB671411	1115
KB670478	8268
KB671065	1618
KB670382	3754
KB670253	4238
KB670228	5384
KB670482	13826
KB671777	95859
KB671959	46058
KB670389	5936
KB671297	1292
KB671503	219706
KB669795	13930
KB672156	22593
KB669974	13569
KB670991	1833
KB670019	19312
KB672108	32843
KB670779	7427
KB671005	1755
KB672101	30067
KB672121	46659
KB670576	2946
KB670547	350791
KB669693	12177
KB670912	1781
KB672210	45755
KB669816	7803
KB670426	4076
KB672104	24976
KB670496	3163
KB670361	9303
KB669865	14400
KB672039	32578
KB669675	17131
KB671249	1293
KB670717	2484
KB670946	1868
KB671708	110886
KB671396	1139
KB670550	2979
KB671761	93007
KB671231	1561
KB671853	73330
KB670541	3070
KB671982	68122
KB672166	19508
KB671150	3039
KB671195	1486
KB670666	2660
KB672059	31553
KB671529	190256
KB671325	242368
KB672032	34160
KB670512	3131
KB669930	6481
KB670085	7324
KB672184	22792
KB671386	1157
KB671675	113331
KB670661	9425
KB671100	1624
KB672128	44049
KB672228	18027
KB671020	1721
KB670190	9549
KB670307	4502
KB671344	1214
KB670473	9256
KB669949	19565
KB670183	5699
KB670802	3130
KB670783	2314
KB669848	482033
KB670318	3990
KB671220	1425
KB672086	40316
KB671050	1703
KB671515	197455
KB671340	1223
KB670792	273607
KB670042	10984
KB670059	407027
KB671058	1019741
KB670050	5459
KB670634	7861
KB670565	2973
KB671172	1487
KB671374	1139
KB669872	7072
KB671673	138508
KB670756	8043
KB671335	1176
KB671659	140467
KB669756	8979
KB670518	8668
KB670961	1854
KB669789	12776
KB671825	76287
KB670105	5097
KB671048	1750
KB671605	159076
KB671111	2092
KB670531	8795
KB670012	19321
KB670245	5924
KB670984	1856
KB671161	1496
KB670820	2224
KB671415	1066
KB670813	2213
KB669629	31346
KB671968	65611
KB670832	2202
KB672264	524143
KB671949	47034
KB671855	64664
KB670900	1991
KB670699	2863
KB670422	3553
KB671199	1472
KB669839	13025
KB671472	1640
KB671429	1075
KB670283	4136
