#contig	length
KB664881	16994
KB665287	1717503
KB664330	1073
KB664480	476794
KB664575	248236
KB664406	1016
KB664702	112600
KB665071	9699
KB665049	19394
KB664309	1122
KB664492	424808
KB665161	1218
KB665313	1331
KB664806	22121
KB664397	1027
KB664933	13565
KB664320	1112
KB664551	367387
KB665093	11173
KB664843	2792811
KB665004	4032
KB665256	1618
KB664836	26919
KB665233	1871
KB664870	11355
KB664878	20086
KB664450	508051
KB665393	1153
KB665173	2514
KB664607	211509
KB665098	9747
KB664752	36790
KB665106	9289
KB664672	85832
KB665341	1321
KB664908	8127
KB665223	2041
KB664988	874563
KB665055	10147
KB664625	163385
KB664863	47011
KB665048	3748
KB665365	769695
KB664615	168916
KB664915	7994
KB665020	22399
KB664917	19259
KB665001	11439
KB665058	3532
KB664688	1239758
KB664473	460128
KB664584	199432
KB665250	1695
KB665267	1602
KB664570	345076
KB665151	10194
KB665352	1226
KB664371	1076
KB664724	146114
KB665308	1324
KB665221	858548
KB665235	1896
KB664513	369919
KB664349	1060
KB665237	1794
KB665065	2167733
KB664866	923896
KB664524	412350
KB665201	10635
KB664587	200837
KB664783	26959
KB664892	10298
KB664981	29973
KB664728	48707
KB664959	6262
KB665038	16679
KB665194	9294
KB664951	6377
KB664413	1002
KB664938	10863
KB664463	453625
KB664543	324917
KB665205	2278
KB664919	28069
KB664681	74715
KB665292	1414
KB664502	476784
KB664974	5850
KB665113	10969
KB665017	4242
KB664303	1163
KB665208	11599
KB665281	1413
KB664661	132885
KB664716	108117
KB665378	1241
KB664776	116273
KB665367	1251
KB664909	8744
KB665257	1660
KB664557	293429
KB664390	1043
KB665091	9987
KB664430	613080
KB664765	31621
KB665123	2806
KB664630	186836
KB665144	9477
KB664994	4922
KB664548	307510
KB664818	57155
KB665008	11887
KB664956	8708
KB664707	60114
KB665139	10120
KB665382	1158
KB664420	592865
KB664343	1117
KB664317	1109
KB664905	18194
KB665135	9008
KB665387	994552
KB664358	1096
KB664799	1051653
KB664750	40894
KB664804	75147
KB665396	1172
KB665029	10621
KB664345	631881
KB664572	300952
KB664383	1018
KB664678	91464
KB664467	478136
KB665162	1429
KB664338	1117
KB664743	155516
KB665320	1271
KB664653	102651
KB665298	1416
KB664424	614400
KB664953	11175
KB665361	1272
KB664610	1448647
KB664474	485480
KB664499	1823165
KB665248	1710
KB664764	33268
KB665363	1268
KB665053	10179
KB664736	77033
KB664674	78963
KB664544	1519038
KB665238	1794
KB664372	1074
KB665096	9633
KB665023	4135
KB664826	41757
KB664807	111946
KB664462	452270
KB664871	22933
KB665217	2123
KB664935	7419
KB665346	1236
KB664648	120693
KB664489	430974
KB664594	177664
KB664441	582286
KB664968	6416
KB665316	1332
KB664292	1213
KB664841	13210
KB664839	13414
KB664361	1074
KB664586	236701
KB665104	9028
KB664960	9706
KB664312	663842
KB664333	1125
KB665179	9915
KB664833	41078
KB664824	44754
KB664816	17674
KB665274	1543
KB664534	320365
KB664576	218148
KB664434	557991
KB665339	1324
KB665261	1585
KB664923	16307
KB664404	1007
KB664577	1614006
KB664999	1065279
KB665311	1404
KB664300	1197
KB664884	18588
KB664529	346301
KB664319	1092
KB664730	46766
KB665133	10276
KB664302	1064
KB665146	10790
KB664422	1799256
KB664432	570986
KB664796	53810
KB665302	1435
KB665263	1522
KB665010	996673
KB665327	1355
KB664439	605836
KB665149	1543
KB664628	151236
KB664596	210140
KB665111	9719
KB664541	327942
KB665138	3346
KB664381	1058
KB664855	946901
KB664487	425636
KB664396	1019
KB665293	1434
KB665283	1429
KB664916	7855
KB664659	115713
KB665156	10806
KB665278	1530
KB664902	29470
KB664763	124713
KB664862	9801
KB665325	1327
KB664641	117403
KB665351	1222
KB665291	1424
KB665300	1395
KB664603	160385
KB665082	2688
KB665231	1866
KB665244	1705
KB664789	41735
KB664601	166160
KB665118	1903
KB665314	1332
KB664710	1062514
KB664709	71385
KB665192	2466
KB664589	181774
KB664992	13544
KB665199	916569
KB665210	786176
KB664352	1008
KB664943	926311
KB664722	50738
KB665172	8636
KB664515	366702
KB665116	10391
KB665369	1292
KB664408	1013
KB665353	1240
KB664774	28982
KB664683	125239
KB664769	42205
KB664786	51329
KB665334	1279
KB665196	1503
KB664737	55917
KB664643	126412
KB665094	2002
KB665337	1274
KB665318	1357
KB664741	43438
KB664921	996234
KB664612	164132
KB664498	405445
KB664676	122385
KB665253	1685
KB664505	469856
KB664447	472756
KB664385	1051
KB664873	11551
KB664697	67539
KB664476	475324
KB664767	63179
KB664394	1035
KB664374	1072
KB664508	407592
KB664704	106978
KB664668	184634
KB665060	10960
KB665031	9896
KB664574	337332
KB665219	11896
KB664802	34516
KB665394	1220
KB664620	164244
KB664294	1153
KB664469	438577
KB665102	9141
KB664454	528978
KB664797	22930
KB664680	74844
KB664945	24312
KB664561	302951
KB665164	9299
KB664537	296661
KB664417	677693
KB664340	1116
KB664563	264891
KB665226	1948
KB665181	2531
KB664427	630626
KB665272	10269
KB665041	9123
KB664985	13535
KB664811	29484
KB664885	35051
KB665067	9142
KB664527	334709
KB664517	386478
KB664402	1025
KB665359	1226
KB665323	1306
KB664831	17121
KB664526	397419
KB664556	421396
KB664650	106607
KB664809	43476
KB664746	47051
KB664691	71840
KB664837	27692
KB665245	1699
KB664879	22091
KB665080	3157
KB665086	10587
KB665212	2147
KB664493	549379
KB664618	205678
KB664645	184959
KB664859	40282
KB664635	134224
KB665377	1191
KB664914	15513
KB665280	1468
KB665039	3788
KB664666	1189910
KB664822	18883
KB664970	5997
KB665052	10964
KB664599	1419456
KB665289	1450
KB664657	103329
KB664854	33228
KB665087	9721
KB665349	1289
KB664732	2830061
KB665005	22544
KB665155	9058
KB664484	402216
KB665140	9377
KB664904	8164
KB665174	9286
KB664359	1044
KB665012	13575
KB664876	12741
KB664437	577664
KB664532	369460
KB665386	1190
KB664321	1129
KB665332	754060
KB665356	1170
KB664655	1305816
KB664898	19683
KB665136	1755
KB664779	110073
KB664354	1020
KB664614	143385
KB664446	516603
KB665034	8667
KB665304	1409
KB665344	1231
KB664449	466384
KB664720	62511
KB665167	10043
KB665295	1456
KB665189	9611
KB665114	10329
KB664553	322734
KB664955	890290
KB665197	9830
KB664980	17281
KB665372	1255
KB664784	75662
KB664456	566271
KB664685	71817
KB665242	1723
KB664477	1809436
KB664888	1108713
KB665109	2801
KB664791	24255
KB664459	450216
KB664510	3045960
KB665330	1290
KB664503	530787
KB664963	6197
KB664410	1000
KB664591	208885
KB665126	9397
KB664990	5015
KB664745	73087
KB664637	145457
KB664598	175032
KB665112	10530
KB665204	12852
KB664782	48577
KB665355	1295
KB664773	29984
KB664973	5641
KB665230	1941
KB664977	846717
KB664348	1109
KB664860	31918
KB665371	1392
KB664925	7515
KB664948	13864
KB665214	2085
KB664939	6703
KB665131	2694
KB664559	295595
KB664987	13957
KB665306	1349
KB664893	43854
KB664719	53026
KB664995	9917
KB665143	794308
KB664478	429653
KB664549	274536
KB664646	123649
KB665288	775870
KB664512	361744
KB664429	619185
KB664946	9833
KB664415	658318
KB664565	236834
KB664712	59270
KB664819	41692
KB664342	1070
KB664682	74757
KB665385	1141
KB665117	11603
KB665388	1229
KB664622	1305670
KB664727	48958
KB665331	1279
KB664378	705887
KB664754	87606
KB664850	22232
KB664355	1076
KB664509	407440
KB664504	498798
KB664445	609884
KB664323	774209
KB664759	73728
KB664419	722808
KB664998	4847
KB665285	1490
KB665016	10902
KB664289	1946570
KB665260	1555
KB665333	1287
KB664631	125599
KB664496	395397
KB664792	24046
KB664957	31644
KB665381	1236
KB665282	1500
KB665124	9218
KB664436	537407
KB664912	7835
KB664693	69492
KB664306	1151
KB665050	3653
KB665357	1189
KB664398	1025
KB664846	48008
KB664867	38203
KB664318	1120
KB665255	1680
KB664962	19196
KB664669	98988
KB664426	561678
KB664465	485429
KB665003	4617
KB664308	1069
KB664810	1229869
KB664740	86057
KB664882	16232
KB665122	9510
KB664400	1738102
KB664794	23394
KB664616	141965
KB664812	33858
KB665074	11188
KB664314	1118
KB665056	10611
KB665090	9282
KB664633	1455114
KB664937	18378
KB665182	2430
KB664785	25972
KB665077	837295
KB665340	1322
KB664749	42854
KB664701	63075
KB664580	272281
KB664756	37771
KB664327	1140
KB664830	36025
KB664554	364538
KB665044	14384
KB664296	1173
KB664520	316131
KB665129	2787
KB664567	248355
KB665107	1980
KB665153	9750
KB665057	3576
KB664928	11792
KB664903	8252
KB665157	9742
KB665064	1579
KB664470	604294
KB664649	121231
KB664694	101600
KB665251	1542
KB665222	2057
KB664368	1002
KB664491	426076
KB665101	11202
KB665171	6579
KB665036	11213
KB664540	294820
KB664350	1058
KB665392	1192
KB665225	1950
KB665216	2081
KB665342	1288
KB665187	2430
KB664605	165789
KB664760	91771
KB665336	1330
KB664865	14825
KB664982	4695
KB665148	2614
KB664624	214452
KB664858	12197
KB664523	423836
KB664993	10801
KB664717	66435
KB664734	82782
KB664725	62096
KB665309	1408
KB665240	1745
KB664547	345066
KB664431	646032
KB665193	11336
KB664464	428436
KB664780	27414
KB665206	2291
KB664687	89395
KB664920	22140
KB664304	1124
KB665374	1236
KB665097	3026
KB664514	389296
KB664958	9009
KB664950	9520
KB665228	1904
KB664389	688210
KB664546	448618
KB664729	48382
KB664536	296919
KB665145	2629
KB665258	1642
KB665134	19692
KB664766	1050001
KB664906	18126
KB664664	94050
KB664889	20198
KB664899	1255963
KB664501	495501
KB665018	19330
KB665379	1207
KB665028	4010
KB664771	77526
KB664910	984159
KB665284	1676
KB664895	21643
KB664412	650804
KB664331	1084
KB664684	73058
KB665383	1180
KB665110	832849
KB665202	2279
KB664848	30847
KB664817	60222
KB664757	35742
KB664941	11179
KB664443	487726
KB665329	1297
KB664325	1101
KB664483	474294
KB664405	1017
KB665054	1071105
KB665092	1640
KB665307	1365
KB664481	471261
KB664814	19690
KB665120	2842
KB664835	24482
KB665397	1176
KB665070	10133
KB664336	1105
KB665076	8929
KB665002	13156
KB664310	1128
KB664651	113151
KB665312	1397
KB665007	15603
KB664747	68920
KB664531	341254
KB664739	46309
KB664582	214833
KB664364	1028
KB664828	24041
KB665184	2507
KB664703	86102
KB664387	1044
KB664329	1087
KB665046	11753
KB664522	1413949
KB665390	1166
KB664552	263149
KB664583	243000
KB664458	589689
KB664869	30129
KB664844	968039
KB665270	1550
KB664964	9232
KB664877	1002395
KB664366	1080
KB664639	116709
KB665321	826126
KB665234	1910
KB665207	2156
KB664715	144167
KB664787	22111
KB664800	55334
KB664337	1119
KB665084	3173
KB664932	891736
KB665326	1471
KB664315	1159
KB664907	8090
KB665224	1993
KB664380	1012
KB664696	69324
KB665099	869833
KB664872	19751
KB665019	11469
KB665026	1773
KB665158	9750
KB664975	14612
KB665037	9373
KB664370	1077
KB665249	1662
KB665338	1227
KB664805	20566
KB664671	104855
KB665066	822486
KB664984	4951
KB665268	1586
KB665297	1428
KB664608	160520
KB665366	1264
KB665047	2299
KB665150	9524
KB664569	247204
KB665276	745353
KB664864	29061
KB664930	7055
KB665166	9377
KB664593	202343
KB664357	1100
KB664453	550290
KB664753	49197
KB664421	584576
KB664472	420163
KB664291	1214
KB664414	589260
KB665009	19841
KB664440	546039
KB664388	1042
KB664627	149611
KB665121	928897
KB664856	18769
KB664533	1461219
KB664823	69868
KB664731	55093
KB664795	23665
KB665376	758712
KB664299	1117
KB664423	577508
KB664403	1001
KB664595	283590
KB664588	1418977
KB665083	9457
KB665175	2523
KB665277	1536
KB664636	184076
KB665147	1611
KB665350	1303
KB664832	1119913
KB664861	33873
KB664947	6386
KB665264	1601
KB664853	12946
KB664395	1034
KB664891	9419
KB664617	176400
KB664647	227557
KB664969	5997
KB664640	115306
KB664662	112452
KB664788	987545
KB664442	632748
KB664913	28162
KB664344	1112
KB664322	1146
KB664952	6311
KB665191	3747
KB665315	1391
KB664485	404282
KB665200	2316
KB664991	20135
KB665177	851727
KB664768	43219
KB665154	827995
KB664516	329625
KB664602	173273
KB664604	219759
KB665294	1353
KB665195	9306
KB664571	264065
KB665190	1145
KB665095	2982
KB665132	1035814
KB665391	1231
KB665108	11299
KB664983	17061
KB664497	374179
KB664942	6463
KB664708	69698
KB664558	263874
KB664778	35400
KB665127	9629
KB665025	4106
KB665163	1386
KB665059	1709
KB664940	6694
KB664654	102042
KB665030	3973
KB664775	28644
KB665299	753004
KB665319	1299
KB664629	166873
KB664351	1057
KB664332	1068
KB664407	1015
KB664686	70581
KB664723	55278
KB664500	383711
KB664673	82757
KB664448	548348
KB665198	10565
KB665243	859036
KB665218	2119
KB665364	1234
KB665254	886809
KB664609	160337
KB664986	11299
KB665247	10600
KB665105	9814
KB665178	2514
KB664798	53737
KB665186	2413
KB665081	8941
KB664961	6067
KB664642	161216
KB664840	49144
KB664842	12795
KB665324	1307
KB664482	402995
KB664966	949256
KB664934	13480
KB664461	534984
KB664339	1055
KB664880	10364
KB664475	578154
KB664689	68855
KB664927	7171
KB664751	76709
KB664293	1212
KB665072	9869
KB664886	23263
KB664874	61544
KB664585	245421
KB664382	1001
KB664530	344176
KB665040	19000
KB664393	1036
KB664490	380482
KB665310	738925
KB664373	1020
KB664626	146730
KB664555	1401867
KB664883	25150
KB664781	26043
KB664525	338197
KB665160	1015
KB664735	45572
KB665000	12711
KB664834	15489
KB664918	11889
KB665236	1790
KB664362	1029
KB664433	1673448
KB664815	19266
KB664451	544193
KB665169	9412
KB665265	788002
KB664665	92956
KB665176	1888877
KB664971	5956
KB665279	1473
KB665335	1273
KB665348	1211
KB665286	1490
KB665021	951164
KB664660	143176
KB665262	1633
KB664821	992825
KB665033	10146
KB664438	686838
KB664762	34575
KB664425	667787
KB665011	22046
KB664733	1064956
KB664542	306090
KB664979	5466
KB665141	1239
KB664590	306268
KB664901	81371
KB665119	1650
KB665115	2864
KB664711	71989
KB664634	132950
KB664721	1159608
KB665152	9451
KB664976	21676
KB665014	11430
KB665241	1773
KB665088	892144
KB665290	1487
KB665209	2200
KB665373	1255
KB664851	30251
KB664944	21345
KB664790	34198
KB664409	1007
KB665165	1126851
KB664954	2493199
KB664600	164305
KB664803	21405
KB664989	18510
KB664644	1185163
KB664742	43914
KB664297	1141
KB665368	1202
KB664460	549288
KB664353	1097
KB664346	1054
KB664506	390039
KB665303	1431
KB664677	1325734
KB665232	981906
KB665246	1621
KB665024	9450
KB664507	343908
KB664705	99451
KB665220	2078
KB664675	137533
KB664772	30098
KB664611	267098
KB664924	8080
KB665322	1373
KB664667	105887
KB665252	1687
KB664573	244757
KB665362	1267
KB664894	28750
KB665360	1216
KB665103	1476
KB664562	363487
KB664538	382792
KB664656	103778
KB665395	1219
KB665301	1393
KB665130	1882
KB664897	36487
KB664801	47697
KB664619	180645
KB665032	814911
KB664495	381465
KB664579	297646
KB664578	212637
KB664401	885710
KB664360	1038
KB664528	352388
KB664311	1175
KB664391	1040
KB664334	840339
KB664825	29010
KB664808	28662
KB665273	1512
KB665073	4182
KB664488	1627095
KB665006	13069
KB664384	1034
KB665061	3059
KB665180	9323
KB665042	9476
KB664698	65205
KB665229	1887
KB664518	336956
KB664838	9513
KB665079	9383
KB665211	2114
KB664926	7346
KB664564	333281
KB664341	1060
KB664375	1058
KB665296	1394
KB664690	102182
