#contig	length
KB673341	3954
KB672874	14443
KB673340	3957
KB672557	1338
KB673220	5516
KB673623	73260
KB672564	1324
KB672575	1256
KB672983	16994
KB672851	21902
KB673574	2353
KB673353	8514
KB672537	1350
KB673146	476605
KB673747	1419
KB672734	1088
KB673039	7904
KB672718	1060
KB673405	6265
KB673314	8912
KB673400	2688
KB673417	7427
KB672699	1013
KB672561	1277
KB672776	1019
KB673368	113142
KB673274	11378
KB673725	1577
KB672702	42650
KB672683	1156
KB673372	3697
KB673552	2357
KB673243	6815
KB672885	16977
KB672814	27138
KB673129	6369
KB673307	4769
KB672618	1183
KB673136	6463
KB673078	13129
KB673016	12263
KB673504	2780
KB673328	4835
KB672837	26089
KB672782	1004
KB673107	10960
KB673398	3384
KB673025	7242
KB673005	8711
KB673139	6261
KB673335	120326
KB673299	4285
KB673691	1712
KB672899	18140
KB673662	1806
KB673205	13914
KB672584	1298
KB673433	3110
KB672759	1000
KB673251	4855
KB672890	20349
KB672925	10902
KB673100	15947
KB673733	1529
KB673085	8374
KB672826	22286
KB673428	7813
KB673311	4116
KB673576	2364
KB673192	9387
KB672529	1407
KB672780	40399
KB673168	432837
KB673048	7604
KB672971	9951
KB673194	5602
KB672836	16945
KB672591	45046
KB672546	1359
KB673058	11515
KB672637	1151
KB673672	1776
KB673616	2007
KB673442	1781
KB673516	2711
KB673698	1689
KB673158	11261
KB673148	6232
KB673033	3281
KB672724	1103
KB672688	1063
KB672917	12081
KB673462	2510
KB672848	16986
KB673157	488849
KB673187	20933
KB673281	4486
KB673440	3123
KB673377	9470
KB673322	3210
KB673468	99407
KB672610	1259
KB673510	11063
KB673711	1637
KB672857	3665626
KB672878	13881
KB672908	17511
KB673717	1626
KB672577	1217
KB673124	493360
KB673249	4820
KB673276	3135
KB672915	30433
KB673490	93010
KB673266	3759
KB673545	1281
KB672645	1149
KB672742	1077
KB673670	1774
KB673297	4204
KB673453	6920
KB673601	81428
KB672867	16923
KB673683	1738
KB673230	5015
KB672654	1160
KB673288	4356
KB673485	2848
KB673718	1616
KB672714	47978
KB673363	4042
KB673636	1931
KB672520	1318
KB673115	6783
KB672505	1452
KB672763	1048
KB673535	118699
KB672539	1385
KB672990	17199
KB673643	1888
KB673507	2753
KB673068	676569
KB673163	7360
KB672751	1070
KB672952	16907
KB672697	1100
KB672721	1073
KB672876	15091
KB673286	4454
KB673529	6481
KB672501	1431
KB673410	9787
KB672985	13859
KB673245	6708
KB673665	1794
KB673077	7291
KB672669	13196
KB672709	1125
KB673080	8588
KB672532	1396
KB673351	6331
KB672660	1171
KB672554	1341
KB673745	69580
KB673184	5766
KB673586	2260
KB672562	1271
KB673611	2021
KB672737	1081
KB673415	9313
KB673087	6731
KB673316	4141
KB672607	1265
KB673108	6896
KB673740	1519
KB673519	2642
KB673422	3257
KB673090	12921292
KB673141	6818
KB672695	1079
KB673134	7577
KB673594	2092
KB673041	7551
KB673222	5183
KB672491	6774089
KB673621	1989
KB672830	22285
KB673376	2815
KB673268	290474
KB673229	9114
KB673743	1449
KB672569	89596
KB673413	7439
KB672720	1066
KB673404	8460
KB673604	2081
KB672595	1292
KB673608	2055
KB672979	13136524
KB673491	2803
KB672736	44159
KB673556	2479
KB673579	90858
KB672579	1269
KB673570	2418
KB672496	1424
KB673190	424527
KB672671	1119
KB673618	1942
KB673524	2687
KB673350	11430
KB673626	1850
KB672508	1383
KB673109	8890
KB673180	14481
KB673277	14167
KB672881	17636
KB672653	1101
KB673143	10311
KB673060	3097
KB673577	2368
KB673046	744225
KB673196	5538
KB673343	3895
KB673450	7203
KB672845	26606
KB672973	14306
KB673313	189080
KB672750	1071
KB673748	1440
KB672753	1069
KB672817	26786
KB673253	7294
KB673358	3467
KB672696	1136
KB673009	7312
KB673385	3492
KB673481	6997
KB672986	8595
KB673140	6249
KB673135	456256
KB673076	9336
KB672954	20703
KB673390	104394
KB673050	16782
KB673629	1965
KB672650	1199
KB673647	1879
KB672920	16652
KB672883	19810
KB672625	51707
KB672698	1133
KB673262	3659
KB673127	6058
KB672864	10362
KB673423	8401807
KB673588	2207
KB672746	1072
KB672647	49489
KB673755	1438
KB673067	7625
KB673543	2563
KB673324	146312
KB672937	14407
KB673681	1752
KB672722	1115
KB673029	18926
KB673477	7212
KB673498	7000
KB672909	18544
KB672949	12170
KB672620	1235
KB673593	2173
KB673300	4673
KB673057	697521
KB672898	12935
KB673096	9675
KB673634	65916
KB672939	10156
KB673441	6571
KB673371	2263
KB672854	17642
KB673513	8721
KB673753	1483
KB673031	8211
KB673425	7361
KB672910	17993
KB673247	4916
KB673443	3104
KB672945	10259
KB673705	1640
KB673687	1673
KB672833	30948
KB673721	1485
KB672897	18242
KB673264	4642
KB673568	83850
KB672806	34282
KB672547	23254
KB673416	3082
KB673708	1637
KB672774	1021
KB672705	1128
KB673380	7177
KB673332	7381
KB673211	12309
KB673387	3739
KB672958	16108
KB672767	1040
KB673461	1406
KB673185	14728
KB673675	1762
KB672927	11194
KB673151	6115
KB672494	1424
KB673198	5846
KB672799	33151
KB672791	5740867
KB673738	1525
KB672518	1365
KB673688	1719
KB673559	2438
KB673534	7656907
KB672522	1359
KB673695	1651
KB673101	6330
KB673280	7181
KB673325	4088
KB672819	26927
KB672616	1202
KB672587	1296
KB672999	9041
KB673122	9571
KB673732	1534
KB672536	50650
KB673667	1719
KB673171	5898
KB672981	9241
KB672757	1062
KB672590	1307
KB672581	1211
KB672707	1126
KB672552	1347
KB673236	10394
KB673391	3476
KB672701	1130
KB673496	2797
KB673613	2003
KB672513	1377
KB673255	13302
KB673489	2831
KB672842	20456
KB672823	30940
KB673154	12011
KB673624	1971
KB672832	29277
KB673348	3827
KB673365	8249
KB673356	3825
KB672674	1164
KB672605	1221
KB673178	5607
KB672796	33109
KB673062	20142
KB672558	53979
KB673095	12768
KB673411	7887
KB673318	6410
KB672571	1308
KB673551	2505
KB672860	15108
KB672853	17130
KB672935	1930335
KB672872	14368
KB672739	1088
KB673728	1520
KB673145	8043
KB673589	2201
KB673581	2291
KB672593	1284
KB673020	10815
KB672870	14324
KB673177	18532
KB673360	7456
KB673167	4633
KB672510	1434
KB672623	1232
KB673397	5544
KB672499	1460
KB673537	2540
KB673295	8534
KB673520	2704
KB673530	1481
KB673132	6568
KB673649	1871
KB672744	1074
KB673656	1768
KB673402	8939
KB672895	20332
KB673541	6798
KB672649	1156
KB673526	2608
KB673043	7837
KB672962	9906
KB673315	4603
KB672748	1072
KB672843	28388
KB673741	1513
KB672771	1002
KB672567	1266
KB673479	96717
KB673448	3014
KB673388	3478
KB673572	2390
KB673074	7450
KB672694	1141
KB672956	17414
KB673114	17512
KB672821	34759
KB673036	7192
KB673685	1674
KB673723	62292
KB672672	1167
KB673112	6776
KB673445	7421
KB673751	1435
KB673466	2974
KB672762	1006
KB673701	69996
KB672804	27262
KB673707	1618
KB672967	9548
KB673633	1900
KB672941	16523
KB673282	9759
KB672677	1155
KB673638	1921
KB673378	1408
KB673162	9214
KB673370	9836
KB673213	342830
KB672995	8981
KB673459	3901
KB672549	1255
KB673334	5587
KB673018	8353
KB672960	9681
KB673677	1699
KB673153	6207
KB672755	1017
KB673183	5790
KB673214	5273
KB673089	11499
KB673500	6755
KB673475	6136
KB672635	1210
KB673595	2098
KB672862	15715
KB673508	2751
KB672997	8908
KB673270	4573
KB672686	1128
KB672599	1214
KB672572	1229
KB673346	126650
KB673418	7305
KB673431	7297
KB672968	1427557
KB673715	1510
KB673563	2458
KB672828	37879
KB672691	48638
KB672946	1600760
KB673538	2628
KB672589	1293
KB673011	14697
KB673327	4210
KB673730	1549
KB673503	6951
KB673650	2480
KB672889	17711
KB673658	1822
KB672769	41488
KB672523	1356
KB673668	58250
KB673606	2070
KB672778	1011
KB673001	37872
KB672614	52463
KB672703	1128
KB673436	7362
KB673302	8103
KB673697	1669
KB673615	2010
KB672633	1165
KB672662	1143
KB673239	4866
KB672731	1094
KB673678	1704
KB672515	1427
KB673200	15567
KB672640	1186
KB673495	7525
KB673561	2460
KB672772	1031
KB672839	26090
KB672903	17732
KB672531	1360
KB673224	320078
KB672988	14347
KB673084	6579
KB673384	13097
KB673052	7917
KB672786	1001
KB673103	6994
KB672922	12360
KB673045	6972
KB673640	1874
KB673071	7512
KB673019	14178
KB673258	5389
KB673752	1397
KB672868	19898295
KB673487	5593
KB673164	6054
KB672820	24879
KB673454	7820
KB673362	4142
KB673426	6168
KB672741	1076
KB672930	24737
KB673054	7273
KB673034	8206
KB672849	35479
KB673226	5371
KB673219	9885
KB673714	1629
KB672540	1385
KB672813	4683486
KB672642	1090
KB673267	4654
KB672512	1384
KB672715	1062
KB673463	2980
KB673492	1793
KB673578	2360
KB672629	1201
KB673484	6765
KB673026	9337
KB673522	2638
KB673248	4901
KB673278	7182
KB673600	2110
KB673271	13159
KB673293	4338
KB673419	3279
KB673073	7474
KB673544	3093
KB672808	23766
KB672975	25848
KB672953	9122
KB673583	2303
KB672859	20621
KB672556	1341
KB672680	46843
KB673116	12252
KB672565	1323
KB673622	1973
KB672542	1372
KB673399	3268
KB672519	1352
KB673147	7218
KB673233	4722
KB673235	341332
KB672659	1190
KB672838	27604
KB672560	1275
KB673202	397222
KB672555	1341
KB673726	1577
KB672497	1465
KB672756	1070
KB673739	1511
KB673614	5919
KB672877	21666
KB673128	6228
KB673573	2405
KB673339	3951
KB673189	6341
KB673409	3292
KB672492	53174
KB673657	68002
KB672528	1405
KB673690	68667
KB673571	2372
KB673285	4440
KB673661	1794
KB672790	50817
KB673406	7197
KB672664	1097
KB672684	1156
KB673260	4757
KB672982	9608
KB672963	15894
KB672825	47572
KB673038	6156
KB673317	5907
KB673354	4509
KB673131	6952
KB672781	1009
KB672795	57376
KB673304	4622
KB672913	2101576
KB673079	597903
KB672563	1326
KB672608	1262
KB672861	25381
KB672583	1297
KB672729	1099
KB672619	1186
KB673240	4914
KB673617	1951
KB672612	1192
KB673736	1470
KB672543	1372
KB673429	2359
KB672551	1348
KB673712	57831
KB673592	2125
KB673273	5277
KB673471	2083
KB672904	12570
KB673473	6236
KB672689	1139
KB673113	489139
KB673597	2130
KB672893	16572
KB673565	2433
KB673092	7138
KB672970	5939
KB673511	6875
KB673106	18080
KB673320	4125
KB673558	2377
KB673382	6693
KB672924	2012602
KB673703	1581
KB673517	2607
KB673505	6851
KB672887	13419
KB673013	840373
KB673216	5289
KB673161	8636
KB673671	1774
KB673024	779627
KB673121	6579
KB672675	1163
KB673004	10090
KB672810	38548
KB673257	265876
KB673186	6585
KB673514	2727
KB673412	96487
KB673156	10200
KB672525	56216
KB673366	3935
KB673631	1917
KB672914	26864
KB672784	1003
KB673549	2507
KB673465	3229
KB672601	1256
KB672993	10258
KB672815	25077
KB673064	10934
KB673446	114283
KB673082	11642
KB672534	1353
KB672630	1220
KB673296	4214
KB672541	1319
KB673602	2062
KB672866	14542
KB672644	1210
KB672700	1080
KB672713	5618900
KB672651	1198
KB673652	1849
KB673291	4361
KB672627	1211
KB673452	13431
KB673664	1814
KB673069	14295
KB673393	7877
KB673056	7880
KB673642	2669
KB672847	18591
KB673364	3771
KB672801	31710
KB673173	5686
KB673610	2020
KB672506	1445
KB673221	5183
KB673532	2643
KB673750	1446
KB673746	1469
KB673342	3881
KB673265	4632
KB673352	3836
KB672517	1404
KB673607	2054
KB672768	1039
KB673645	6906475
KB672779	1010
KB672606	1244
KB673719	1607
KB672655	1089
KB672574	1190
KB672738	1011
KB673482	6949
KB673575	2376
KB673421	7818
KB672766	1039
KB673040	10731
KB672530	1402
KB673585	3511
KB673231	4391
KB673434	7053
KB673620	1995
KB673275	4346
KB673373	8846
KB672928	16979
KB672733	1057
KB673091	548498
KB672984	10258
KB672977	13901
KB672668	1172
KB673137	9501
KB673308	3119
KB672597	1232
KB672611	1254
KB673655	1832
KB673138	23666
KB673336	7034
KB672585	1298
KB673306	7426
KB673403	3325
KB673242	4931
KB673555	2435
KB672884	24772
KB672687	1045
KB673298	17156
KB672617	1244
KB673204	5915
KB672727	1051
KB673525	6446
KB672725	45471
KB673734	67135
KB672792	37008
KB673193	7216
KB673169	10097
KB673287	4674
KB672760	1058
KB672666	1175
KB672495	1464
KB673432	2743
KB673528	6384
KB672788	37750
KB672827	49958
KB673250	10072
KB673663	1803
KB673126	10046
KB673210	5751
KB673209	7346
KB673032	4604
KB672991	1175900
KB673159	6045
KB672942	10304
KB673022	8426
KB672916	10885
KB672965	17426
KB673456	3044
KB673439	7500
KB672641	1205
KB673704	1631
KB673119	12745
KB673637	1926
KB673015	7111
KB673692	1632
KB672545	1364
KB673673	1769
KB673329	3995
KB672594	1284
KB673149	6212
KB673469	7262
KB673710	1610
KB672900	20848
KB672576	1261
KB672907	31194
KB673557	70745
KB672879	15852
KB673195	8268
KB672835	4026748
KB672803	27572
KB672972	10686
KB672856	17615
KB673006	8752
KB672661	1186
KB673321	4123
