#contig	length
AXCK01023780	6011
KI402117	2605
KI400144	20992
AXCK01028684	1397
KI401731	5869
KI399462	37182
AXCK01028789	1373
KI400611	14164
AXCK01025827	2519
KI400445	16038
KI401927	4182
AXCK01029122	1304
AXCK01025663	2621
AXCK01023260	6889
AXCK01028658	1403
AXCK01025976	2432
KI398644	74754
KI398548	83192
AXCK01028504	1439
AXCK01028183	1517
AXCK01028012	1562
KI398727	68777
AXCK01029389	1255
AXCK01026829	1972
KI397870	258675
AXCK01030200	1103
KI398973	55585
AXCK01026611	2074
KI397826	335621
AXCK01028398	1462
AXCK01026800	1988
KI398221	120119
AXCK01029796	1173
AXCK01027687	1651
AXCK01028295	1489
AXCK01030620	1012
AXCK01028113	1533
AXCK01029690	1194
AXCK01028255	1496
KI401025	9852
AXCK01030129	1114
KI398395	97101
AXCK01026491	2134
AXCK01030594	1017
KI398870	60659
AXCK01028056	1548
AXCK01024844	3758
KI400427	16410
AXCK01028998	1329
AXCK01024520	4403
KI400189	20255
AXCK01024968	3513
AXCK01024623	4182
AXCK01024572	4294
AXCK01027897	1592
KI397979	177384
AXCK01028801	1371
AXCK01024978	3498
AXCK01027582	1685
KI399268	44648
KI399577	33984
AXCK01021906	9954
KI399103	50867
AXCK01026872	1951
KI398477	88399
AXCK01025122	3260
KI398695	70331
AXCK01030236	1096
AXCK01024824	3793
KI401159	8687
AXCK01028975	1332
AXCK01024010	5593
KI400060	22745
AXCK01028727	1387
AXCK01027886	1596
KI401669	6147
KI399956	24585
AXCK01030580	1020
AXCK01029874	1158
AXCK01025266	3026
KI398277	111213
KI400037	23159
KI400715	13187
AXCK01028521	1432
AXCK01024738	3944
KI400193	20098
KI398286	109820
KI401909	4367
AXCK01030654	1004
AXCK01027453	1730
AXCK01026181	2304
AXCK01026765	2006
AXCK01030216	1099
KI399223	46479
AXCK01022190	9143
AXCK01025743	2570
AXCK01027993	1567
AXCK01007917	84983
AXCK01029888	1157
AXCK01026329	2224
AXCK01025621	2650
AXCK01027606	1680
AXCK01026041	2383
AXCK01027246	1801
AXCK01029570	1216
AXCK01026767	2005
KI400991	10147
KI399858	26607
AXCK01030638	1006
AXCK01025192	3137
AXCK01024656	4109
KI397987	174723
AXCK01024685	4051
KI401425	7223
KI399519	35594
AXCK01011696	55074
KI401272	7960
AXCK01025729	2583
AXCK01030254	1091
KI400690	13425
AXCK01015916	32502
AXCK01024906	3644
AXCK01025288	2998
KI400254	19063
AXCK01011204	58572
AXCK01029131	1301
KI400843	11712
KI399643	31743
AXCK01025750	2566
KI401219	8273
AXCK01029112	1304
KI398208	122230
AXCK01026942	1925
AXCK01025549	2720
KI399037	49234
KI398360	101214
AXCK01029408	1247
AXCK01022673	7930
AXCK01025152	3215
KI401359	7495
AXCK01026515	2124
AXCK01027435	1737
AXCK01026211	2292
AXCK01028299	1488
KI400200	19703
AXCK01025084	3333
KI398249	115558
KI400523	15078
AXCK01027853	1606
KI400584	14420
AXCK01015196	35981
AXCK01023441	6617
KI401980	3726
KI401536	6773
AXCK01027977	1573
KI400600	14281
AXCK01026862	1957
KI399120	50169
AXCK01024238	5051
AXCK01009750	68774
AXCK01028926	1344
AXCK01026834	1971
AXCK01030154	1111
KI401915	4421
AXCK01024489	4442
AXCK01025501	2753
KI398693	71038
KI399318	42503
AXCK01019435	17886
AXCK01024467	4488
KI401459	7072
KI401759	5737
AXCK01016782	28344
AXCK01030394	1061
AXCK01030534	1031
AXCK01025716	2591
KI399613	32712
KI400826	11852
KI400975	10370
AXCK01027882	1597
AXCK01029710	1190
KI400748	12719
KI400619	14131
AXCK01030246	1093
AXCK01026725	2025
AXCK01024886	3671
AXCK01020186	15261
KI400263	19004
KI400653	13803
KI402168	2140
KI398540	83526
AXCK01022248	8956
KI399418	38619
AXCK01028750	1382
KI401771	5656
KI398521	85302
AXCK01028609	1412
AXCK01026599	2078
AXCK01029047	1323
AXCK01024411	4600
KI401564	6658
AXCK01029449	1240
AXCK01029673	1195
AXCK01029154	1297
AXCK01025525	2733
KI398654	73919
KI398292	109614
AXCK01028780	1376
KI401861	4749
AXCK01028826	1367
AXCK01024332	4762
AXCK01025354	2896
AXCK01025166	3181
KI401634	6330
KI398408	93766
KI401807	5364
AXCK01025301	2976
KI399029	53868
KI400236	19479
AXCK01029865	1160
AXCK01029800	1172
AXCK01028627	1408
AXCK01008790	77619
AXCK01029419	1249
AXCK01026601	2078
KI401149	8755
KI398907	58842
AXCK01025981	2429
AXCK01024311	4837
AXCK01028158	1523
AXCK01022014	9678
AXCK01028269	1492
AXCK01029499	1227
AXCK01027945	1579
KI398984	54984
AXCK01025058	3358
KI400211	19818
KI401823	5211
AXCK01028425	1455
KI399716	29626
AXCK01014789	37968
AXCK01019627	17140
KI400795	12162
AXCK01024137	2487
AXCK01029715	1189
AXCK01021176	12255
AXCK01026399	2181
AXCK01027223	1813
KI400116	21552
AXCK01028705	1392
AXCK01025254	3035
AXCK01029052	1319
AXCK01028901	1351
KI399008	54347
AXCK01025808	2536
AXCK01030351	1072
KI399800	27731
KI400013	23509
AXCK01028060	1546
KI400631	14016
AXCK01021466	11373
AXCK01028263	1496
AXCK01029734	1185
KI400710	13225
AXCK01030628	1009
AXCK01023528	6453
KI400303	18304
KI399292	43744
KI400432	16292
AXCK01026704	2033
KI400658	13725
KI398709	69855
AXCK01029901	1155
KI398623	76908
AXCK01027333	1772
KI402152	2351
KI399399	39345
AXCK01024796	3834
AXCK01027460	1729
KI398586	79986
KI399792	27902
AXCK01026086	2356
AXCK01025129	3244
AXCK01029905	1154
AXCK01026537	2111
AXCK01011321	57980
KI400391	17008
KI399336	41576
KI401300	7850
AXCK01025242	3060
AXCK01026130	2332
KI399943	24835
AXCK01027198	1823
AXCK01030313	1080
AXCK01028330	1480
AXCK01018685	20853
AXCK01024430	4564
KI401878	4604
KI401147	8769
AXCK01028694	1395
AXCK01028573	1421
AXCK01025769	2555
AXCK01030308	1080
AXCK01029382	1257
AXCK01027387	1754
AXCK01028000	1564
AXCK01029298	1270
KI401049	9628
KI399982	24056
KI399766	28462
AXCK01029381	1257
AXCK01026952	1922
KI398494	87390
AXCK01027672	1657
AXCK01029149	1298
KI399927	25073
AXCK01029974	1142
AXCK01027464	1736
AXCK01029621	1207
KI399978	24069
AXCK01028546	1429
AXCK01009975	66667
AXCK01027096	1861
KI399249	45495
AXCK01025680	2608
AXCK01030080	1122
KI398067	149379
KI398487	87860
AXCK01027493	1715
KI398867	60785
AXCK01026503	2127
AXCK01027242	1803
AXCK01027255	1798
AXCK01027339	1769
AXCK01030325	1078
KI399952	24760
AXCK01026678	2043
AXCK01026275	2259
AXCK01018491	21740
AXCK01024153	5285
KI400731	12949
AXCK01028662	1403
KI401243	8157
AXCK01028620	1410
AXCK01024203	5175
AXCK01029119	1298
AXCK01030512	1037
KI398573	81220
KI399451	37445
AXCK01024639	4153
KI398094	144396
KI398341	103130
AXCK01027700	1647
AXCK01029612	1208
KI401322	7713
KI399419	38318
KI398500	86741
KI398562	82286
KI401226	8228
AXCK01026423	2170
AXCK01028772	1375
KI400956	10553
AXCK01030161	1109
AXCK01025178	3164
AXCK01018502	21719
AXCK01029678	1197
AXCK01027590	1683
KI401985	3669
AXCK01028939	1342
AXCK01028962	1335
AXCK01017517	25421
KI402090	2805
AXCK01025583	2691
KI398392	97052
AXCK01028851	1360
KI399522	35460
KI402121	2571
AXCK01028648	1405
KI398233	117713
AXCK01027019	1895
KI397882	237269
AXCK01025655	2627
AXCK01027395	1753
KI398988	51427
KI401498	6916
AXCK01030048	1129
KI400479	15582
AXCK01029548	1221
KI400466	15750
AXCK01027929	1585
KI399883	26002
AXCK01030062	1127
AXCK01026886	1936
AXCK01025628	2644
AXCK01019732	16896
KI398839	62543
KI400480	15562
AXCK01029029	1322
AXCK01030167	1107
AXCK01029105	1307
KI401729	5879
KI397970	183216
AXCK01014399	40502
AXCK01029611	1209
AXCK01025989	2419
KI400408	16754
AXCK01021221	12112
KI400499	15393
AXCK01006600	98566
AXCK01029769	1178
AXCK01019972	15887
KI398126	135975
KI399288	43921
AXCK01021809	10255
AXCK01023959	5710
AXCK01028516	1435
AXCK01024377	4673
KI401695	6032
KI401869	4709
KI399269	44582
AXCK01023479	6554
AXCK01028724	1387
KI401813	5311
KI400292	18386
KI401776	5613
KI401303	7848
AXCK01028124	1531
KI398971	55836
KI399729	29259
KI399052	52909
KI401441	7161
KI398189	125613
KI401392	7435
AXCK01026393	2183
AXCK01026060	2375
AXCK01030100	1120
KI400615	14155
KI398016	165487
KI398771	65941
AXCK01026968	1916
KI401558	6673
AXCK01024945	3558
KI399974	24176
KI398203	122619
AXCK01026845	1968
KI401754	5762
AXCK01026069	2369
AXCK01028247	1497
AXCK01026265	2262
KI399775	28023
AXCK01017948	23779
AXCK01029254	1278
AXCK01027309	1781
AXCK01024668	4084
AXCK01022401	8587
KI402012	3441
AXCK01028624	1408
AXCK01017738	24688
KI398079	147377
AXCK01027598	1681
AXCK01027056	1879
AXCK01025077	3336
KI399169	48649
KI400347	17601
AXCK01030396	1063
KI398458	90050
AXCK01029125	1303
AXCK01030092	1127
KI400909	11001
AXCK01028342	1477
AXCK01029895	1155
AXCK01029561	1218
KI401017	9905
KI398827	63087
KI401959	3874
KI398030	161476
KI400965	10467
KI401484	6954
KI401225	8236
AXCK01029909	1153
AXCK01028180	1518
KI400894	11186
KI397869	265936
KI400773	12420
AXCK01025641	2637
AXCK01027989	1568
KI397963	185712
AXCK01024644	4141
AXCK01024420	4587
KI401366	7471
AXCK01030005	1137
AXCK01029022	1324
KI401528	6795
AXCK01025980	2430
AXCK01025517	2739
AXCK01028632	1407
AXCK01027518	1713
AXCK01028461	1449
AXCK01027166	1831
KI400890	11224
AXCK01029506	1230
AXCK01026610	2075
KI399666	31014
KI402162	2280
KI398313	106149
AXCK01026486	2136
AXCK01027723	1641
KI397865	267371
AXCK01024303	4853
KI400836	11758
KI399649	31550
AXCK01027739	1639
KI398134	134762
AXCK01026477	2141
KI400142	21020
AXCK01025867	2496
AXCK01030438	1052
KI399183	47906
AXCK01027605	1680
KI399266	44719
KI398633	75910
KI400274	18780
AXCK01022204	9101
AXCK01022126	9367
AXCK01022877	7531
KI398525	85033
AXCK01028604	1413
AXCK01030117	1117
AXCK01020721	13785
AXCK01025481	2769
AXCK01023944	5731
AXCK01024950	3549
AXCK01028132	1529
AXCK01029701	1192
KI399986	23961
AXCK01029060	1317
AXCK01028670	1401
AXCK01020139	15410
AXCK01029183	1291
AXCK01029470	1237
AXCK01018750	20577
KI400818	11943
AXCK01028838	1365
KI398618	76955
AXCK01027714	1644
AXCK01026269	2261
KI402126	2531
KI401660	6196
KI399185	47583
AXCK01024502	4428
AXCK01030106	1118
KI399339	41186
KI400679	13543
AXCK01027146	1843
KI398283	110496
AXCK01027581	1684
KI400705	13357
AXCK01029224	1283
KI398142	132747
KI399326	42223
AXCK01025979	2430
KI401297	7867
KI401620	6403
AXCK01026044	2384
KI397994	171985
KI400430	16132
KI401828	5147
KI399338	41755
KI397915	209748
AXCK01029803	1172
AXCK01028468	1446
KI399222	46665
AXCK01028114	1533
KI401248	8146
AXCK01030017	1135
AXCK01026031	2389
KI398746	67562
AXCK01025233	3070
KI401858	4827
AXCK01027076	1870
KI399826	27264
KI399948	24767
AXCK01029706	1191
KI401769	5671
AXCK01026696	2039
AXCK01027275	1792
AXCK01028233	1501
KI399403	39120
KI399200	47283
KI398835	62674
KI399622	32462
AXCK01030627	1010
AXCK01028302	1487
KI401467	7042
KI399031	53714
KI401932	4137
AXCK01029792	1173
AXCK01024282	4932
AXCK01025880	2484
AXCK01026330	2224
AXCK01030019	1135
KI400701	13307
AXCK01028068	1545
AXCK01025897	2476
AXCK01028025	1557
AXCK01025839	2512
AXCK01025950	2443
KI400163	20677
KI400649	13858
KI399013	54225
AXCK01017499	25504
AXCK01027961	1578
KI400787	12310
AXCK01012119	53218
KI397947	192757
KI399836	27127
KI398012	166815
AXCK01025023	3410
AXCK01021791	10330
KI401804	5407
AXCK01026916	1936
KI401090	9214
KI400512	15232
AXCK01004127	131389
AXCK01020445	14442
AXCK01027781	1624
AXCK01028392	1464
AXCK01025484	2765
KI398166	128865
KI401709	5980
AXCK01030159	1109
AXCK01019441	17833
KI398430	92603
KI399349	41171
AXCK01028802	1371
AXCK01027066	1875
AXCK01025632	2641
AXCK01024982	3485
KI398265	113038
KI401211	8344
KI398274	111169
AXCK01028050	1549
KI399113	50444
KI400781	12368
AXCK01029689	1194
AXCK01026496	2131
KI400040	23141
AXCK01028206	1509
AXCK01008473	80346
AXCK01008131	83289
AXCK01026938	1926
AXCK01022053	9591
AXCK01030339	1074
AXCK01030243	1094
AXCK01028993	1330
KI397929	196852
AXCK01026925	1933
KI400550	14708
AXCK01027188	1825
AXCK01026549	2106
AXCK01022102	9427
KI398379	99155
KI399512	35745
AXCK01029567	1217
AXCK01018722	20714
KI400072	22404
KI398435	92478
AXCK01022610	8111
KI401270	7973
KI400055	22821
KI402091	2808
KI400933	10713
AXCK01022375	8631
AXCK01023055	7238
AXCK01028217	1506
AXCK01027267	1794
KI399756	28719
AXCK01024617	4197
KI399816	25998
AXCK01026885	1945
KI399303	43114
AXCK01017684	24851
KI399929	25042
AXCK01025947	2445
AXCK01030461	1048
KI401388	7397
AXCK01026403	2177
AXCK01028424	1455
KI400989	10165
AXCK01029203	1288
KI400712	13217
KI399743	28981
AXCK01015986	32229
KI398719	69024
AXCK01027545	1696
AXCK01027351	1766
AXCK01028952	1338
AXCK01021960	9860
AXCK01026771	2003
AXCK01030213	1099
KI401949	3966
KI399631	32348
AXCK01029069	1315
AXCK01029250	1280
AXCK01025994	2416
KI401655	6210
KI398622	76801
AXCK01023352	6761
KI401820	5228
AXCK01028142	1528
AXCK01027009	1897
KI400130	21387
KI400351	17541
AXCK01026337	2218
AXCK01015466	34979
AXCK01029893	1155
AXCK01025286	3000
AXCK01029426	1247
AXCK01027703	1646
AXCK01027728	1640
AXCK01015482	34913
AXCK01027996	1566
AXCK01015847	32964
KI400592	14344
AXCK01025592	2681
AXCK01025670	2617
KI401573	6634
AXCK01025853	2499
KI401744	5783
KI398802	64332
KI401179	8565
KI399995	23804
AXCK01013532	46468
AXCK01019082	19281
KI398418	93760
AXCK01016505	29300
KI400655	13758
AXCK01017491	25526
AXCK01027448	1733
AXCK01008573	79600
KI401970	3821
AXCK01030486	1044
AXCK01030411	1060
AXCK01026840	1966
KI400752	12678
AXCK01028095	1537
KI400555	14678
KI400946	10652
AXCK01028743	1383
KI397943	195605
AXCK01024391	4629
AXCK01027489	1715
KI399147	49194
AXCK01027305	1783
AXCK01025553	2715
AXCK01029033	1322
AXCK01030452	1050
AXCK01029847	1163
AXCK01028681	1398
KI399976	24225
AXCK01027256	1798
AXCK01029930	1150
KI397911	215041
AXCK01026191	2297
AXCK01025543	2727
AXCK01024785	3862
AXCK01025993	2417
KI398935	57597
KI402018	3407
KI401705	6001
KI398056	149123
KI400904	11028
KI400458	15859
KI398416	93902
KI401058	9555
KI401004	10001
AXCK01027423	1741
KI397922	206018
AXCK01025712	2593
KI399469	37001
AXCK01029955	1145
AXCK01028098	1537
KI400444	16073
KI400366	17337
KI401197	8434
AXCK01030511	1037
AXCK01030225	1098
AXCK01030645	1005
KI402014	3419
KI399025	53961
AXCK01029288	1271
AXCK01028865	1358
AXCK01029778	1177
AXCK01023724	6099
AXCK01026355	2208
KI398489	87645
AXCK01026092	2355
KI401785	5514
AXCK01012290	52386
AXCK01026554	2104
KI401713	5958
KI399679	30539
AXCK01025561	2707
KI399953	24674
AXCK01027407	1747
AXCK01027611	1679
KI400765	12560
KI401656	6207
AXCK01029925	1142
AXCK01028602	1413
KI399117	50340
KI400291	18507
AXCK01026507	2126
AXCK01030173	1107
KI401717	5949
AXCK01027033	1888
AXCK01030125	1115
AXCK01024199	5181
AXCK01025804	2536
AXCK01024907	3644
AXCK01018970	19684
AXCK01029369	1258
AXCK01030498	1040
KI398344	102543
AXCK01029051	1319
AXCK01026479	2138
KI399019	54072
AXCK01025426	2818
AXCK01027463	1728
AXCK01027662	1662
KI399192	47588
KI401398	7350
AXCK01026082	2361
KI398289	109720
KI400414	16579
AXCK01025358	2893
AXCK01026854	1961
AXCK01028148	1530
KI398110	140734
AXCK01024134	5331
KI398754	66987
AXCK01024929	3597
AXCK01028220	1505
AXCK01029091	1311
AXCK01023763	6040
AXCK01017532	25346
KI400958	10539
AXCK01030531	1032
KI402112	2611
AXCK01028779	1375
KI398961	56558
AXCK01030455	1049
AXCK01020675	13921
AXCK01021507	11235
AXCK01023700	6137
KI399731	29052
AXCK01026781	1996
KI400388	17036
AXCK01025435	2811
AXCK01028568	1423
AXCK01024220	5131
AXCK01028825	1367
AXCK01028089	1540
KI399789	27970
AXCK01028213	1507
AXCK01026348	2212
AXCK01026120	2338
AXCK01026733	2020
AXCK01030363	1069
AXCK01026185	2299
KI402073	3002
KI399572	34076
AXCK01021869	5191
AXCK01029649	1202
KI399647	31465
AXCK01021609	10863
KI401971	3815
KI401779	5574
AXCK01027510	1712
KI400160	20456
KI400300	18350
KI401152	8715
AXCK01028898	1353
KI401643	6275
AXCK01026523	2119
AXCK01025572	2700
AXCK01028831	1365
AXCK01028989	1328
AXCK01027614	1678
AXCK01030632	1008
KI400068	22566
AXCK01024435	4562
AXCK01022282	8865
AXCK01022742	7796
AXCK01006814	95953
KI399692	30127
AXCK01027558	1692
KI400682	13490
KI401421	7230
AXCK01020644	13982
KI397873	257892
AXCK01029870	1159
AXCK01026677	2044
AXCK01024047	5502
AXCK01029821	1168
AXCK01030134	1113
AXCK01026118	2339
KI398186	126169
AXCK01025988	2420
KI400822	11905
AXCK01014919	37361
KI399804	27679
KI398051	155699
AXCK01029538	1222
KI398397	96496
KI398929	57986
AXCK01027316	1778
KI399446	37567
AXCK01029148	1298
KI399196	47276
AXCK01026811	1981
AXCK01026146	2323
AXCK01027827	1611
AXCK01027773	1625
AXCK01028162	1522
AXCK01024290	4898
AXCK01026531	2116
AXCK01029941	1148
AXCK01028549	1428
AXCK01027039	1885
AXCK01023045	7254
AXCK01028882	1354
AXCK01026534	2114
AXCK01022093	9441
KI402175	1780
AXCK01029025	1323
AXCK01027816	1613
AXCK01028643	1403
KI400002	23669
AXCK01029573	1216
KI400902	11044
AXCK01029726	1186
KI399448	37503
KI401170	8357
AXCK01029422	1249
KI400102	21784
KI398086	145531
AXCK01029668	1197
KI398598	78990
AXCK01024610	4214
AXCK01024244	5040
AXCK01021407	11558
AXCK01025654	2625
KI401815	5294
AXCK01029718	1187
KI400571	14535
AXCK01006404	100915
AXCK01027141	1845
AXCK01029657	1200
AXCK01028321	1481
AXCK01024960	3527
AXCK01021880	10001
KI398989	54892
AXCK01029118	1304
AXCK01024545	4342
AXCK01027850	1606
KI401403	7315
AXCK01029463	1239
KI397823	348524
AXCK01027083	1866
KI400995	10100
AXCK01026367	2202
KI401009	9974
KI400938	10688
AXCK01030481	1044
KI401444	7159
KI400838	11755
AXCK01028240	1499
KI399818	27390
AXCK01028920	1345
AXCK01028074	1543
KI401889	4543
KI400137	21224
AXCK01019139	19109
AXCK01026869	1953
AXCK01027974	1574
KI401328	7669
AXCK01018918	19871
AXCK01025538	2730
AXCK01027942	1582
KI401899	4439
AXCK01024560	4314
AXCK01028588	1417
AXCK01030457	1049
AXCK01026207	2293
AXCK01024190	5198
KI401836	5063
AXCK01024453	4522
AXCK01026994	1904
KI398941	57416
AXCK01029006	1327
KI399250	45625
KI399985	23967
KI400760	12693
KI401641	6281
KI402057	3103
KI402166	2171
KI399436	37819
KI397854	286503
KI401857	4832
AXCK01027181	1827
AXCK01025909	2468
KI400265	18984
AXCK01022487	8365
AXCK01027841	1608
AXCK01029606	1217
KI399833	27151
AXCK01027326	1775
KI400919	10901
AXCK01028721	1388
KI398561	82331
AXCK01019482	17679
AXCK01028674	1400
AXCK01027314	1780
AXCK01028313	1483
AXCK01027258	1797
KI401945	4014
AXCK01027628	1674
AXCK01025935	2451
AXCK01015312	35574
AXCK01016589	28889
AXCK01022839	7626
AXCK01028283	1490
AXCK01029207	1287
AXCK01019263	18575
KI399285	43985
AXCK01025731	2581
KI401098	9148
AXCK01028478	1445
KI401387	7399
AXCK01023583	6372
AXCK01030642	1006
KI398905	59024
AXCK01023680	6172
AXCK01027754	1634
AXCK01016010	32014
AXCK01027570	1689
AXCK01029136	1300
AXCK01027249	1800
KI397900	226203
AXCK01013896	44219
KI401991	3606
KI402050	3171
AXCK01025840	2511
KI399917	25282
KI400361	17379
KI397967	183820
KI401502	6895
AXCK01029911	1153
AXCK01029825	1167
AXCK01027060	1877
KI397842	300018
AXCK01030574	1013
AXCK01030295	1082
KI398323	104748
AXCK01025793	2541
AXCK01030276	1087
AXCK01029190	1289
AXCK01024022	5548
KI401557	6674
KI400277	18714
AXCK01028272	1492
AXCK01028412	1458
KI400491	15467
AXCK01026738	2018
AXCK01027025	1893
AXCK01028963	1335
AXCK01027666	1661
AXCK01029595	1211
AXCK01014699	38594
AXCK01025966	2435
AXCK01014508	40086
KI399079	51500
KI400084	22216
AXCK01028384	1467
KI397808	490893
KI400929	10861
KI398279	111067
KI398370	100263
AXCK01016427	29689
AXCK01029218	1285
KI400796	12150
KI397926	203423
AXCK01025570	2700
KI401091	9216
KI400700	13315
KI401824	5208
AXCK01023677	6173
AXCK01029240	1281
AXCK01029789	1174
AXCK01029764	1179
KI399136	49510
AXCK01026988	1906
KI399179	48308
AXCK01027743	1636
KI402158	2295
KI401040	9696
KI398200	123799
KI399232	46192
AXCK01029295	1270
KI400951	10608
AXCK01024269	4976
AXCK01029376	1257
AXCK01030318	1078
KI399961	24475
KI401457	7079
KI399261	44969
AXCK01024443	4344
KI399515	35775
AXCK01028733	1386
AXCK01027671	1657
AXCK01024579	4285
AXCK01025381	2864
AXCK01024415	4590
KI399332	42012
KI398576	81013
KI398482	82084
AXCK01025766	2555
KI398388	97288
KI398653	74068
KI400297	18429
AXCK01029084	1312
KI400196	19994
KI399333	41944
AXCK01027026	1891
KI402101	2732
KI401144	8792
AXCK01009788	68436
AXCK01027390	1754
KI399531	35266
KI399030	53633
KI398527	84448
KI399175	48500
AXCK01026758	2009
KI398316	101277
KI398411	94751
AXCK01013839	44485
AXCK01027438	1736
KI398014	166339
AXCK01024474	4463
AXCK01028958	1338
AXCK01027588	1683
AXCK01027237	1805
AXCK01029616	1208
AXCK01028765	1379
AXCK01025359	2887
KI399640	31939
AXCK01026089	2356
AXCK01026714	2029
AXCK01030343	1073
KI400911	10972
AXCK01029979	1141
KI398605	78526
KI398852	61640
AXCK01016266	30468
KI399246	45761
AXCK01025713	2592
KI401112	9054
KI398097	142995
KI398010	165531
AXCK01029839	1164
AXCK01028471	1447
KI399081	51274
AXCK01025416	2827
AXCK01028154	1524
AXCK01027454	1732
AXCK01026817	1980
KI401064	9522
KI401550	6718
KI399970	24252
KI398833	63011
AXCK01027807	1618
AXCK01029312	1268
AXCK01025610	2665
AXCK01029762	1180
AXCK01026474	2141
KI397890	232042
AXCK01026438	2159
AXCK01025472	2777
AXCK01030047	1129
AXCK01029558	1218
AXCK01027478	1720
AXCK01030244	1094
KI398815	63856
KI401968	3828
AXCK01028795	1372
AXCK01026100	2348
KI401738	5803
KI399697	30082
AXCK01027420	1742
AXCK01013996	43292
KI399150	49174
KI398626	76453
KI401930	4157
AXCK01030573	1022
