#contig	length
KB668642	1001
KB669002	41583
KB669408	16108
KB668451	1301
KB668601	1118
KB668696	405827
KB668527	1184
KB668823	194609
KB668308	1728
KB668372	1493
KB669561	9079
KB669192	922711
KB669170	790693
KB668430	1355
KB668613	1100
KB668276	1925
KB669282	20834
KB668336	1580
KB669434	3694
KB668406	1406
KB668284	1839
KB668301	1736
KB668258	13303
KB668927	182174
KB668290	1800
KB668518	1201
KB669054	40467
KB668441	1269
KB668672	584724
KB669214	874018
KB668964	59212
KB669125	833292
KB669377	12226
KB668957	62442
KB669354	1478
KB668377	1483
KB668991	44822
KB668999	106097
KB668571	1088
KB669514	621974
KB668349	1506
KB669294	21079
KB668345	580550
KB668728	333164
KB669219	15451
KB668873	182241
KB669227	8828
KB669585	1326
KB669597	10646
KB668793	254162
KB669574	2384
KB668394	1362
KB669462	19331
KB669029	88731
KB668327	1603
KB669344	1847
KB669109	26401
KB669176	13365
KB668746	323294
KB668984	49236
KB669169	1771395
KB669486	8996
KB668736	331534
KB668239	9921
KB669036	850007
KB669141	22646
KB669038	122328
KB668250	2020
KB669596	2286
KB669122	32598
KB669179	56326
KB668809	246498
KB668594	1056
KB668705	400982
KB669371	4720
KB669388	4578
KB668303	1767
KB668691	417755
KB669272	33655
KB669578	8581
KB669473	11475
KB668492	1161
KB668845	188083
KB669429	11400
KB669342	5167
KB669356	4948
KB668634	1018
KB669553	10544
KB668470	1264
KB669358	786284
KB669186	21609
KB668987	46664
KB668645	1044
KB669322	13328
KB668708	411384
KB668904	152079
KB669013	38292
KB668244	2092
KB669102	25368
KB668849	159962
KB669080	51008
KB669159	31100
KB669315	23111
KB669072	63722
KB668534	1147
KB669059	988524
KB668584	1039
KB668664	466261
KB668237	2122
KB669608	9787
KB669326	17115
KB669040	28628
KB668802	260486
KB668387	1349
KB668252	2000
KB669413	18321
KB668623	1043
KB669095	31048
KB669234	8397
KB669138	13005
KB668424	1316
KB669329	23171
KB669402	10566
KB668782	274808
KB668837	1126662
KB668322	615127
KB669499	2869
KB668897	155925
KB668408	1396
KB669488	9832
KB669030	41638
KB669378	11179
KB668678	434585
KB668511	523094
KB668235	2152
KB669212	10124
KB668401	1354
KB668551	1106
KB668227	2195
KB668886	214345
KB669244	22914
KB668751	335862
KB669265	7454
KB669115	15219
KB668669	601407
KB668939	77726
KB669129	49319
KB669077	46712
KB668828	186761
KB668364	1519
KB669545	1295
KB669260	16901
KB669600	2284
KB669503	863298
KB668541	1092
KB668464	1261
KB668438	1266
KB669026	97332
KB669255	7657
KB669508	2687
KB668479	1209
KB668920	96191
KB668871	218729
KB668925	940405
KB668379	1447
KB669517	16241
KB669150	12578
KB668466	1216
KB669580	640366
KB668693	518197
KB669543	1293
KB668504	1166
KB668799	221203
KB668391	1429
KB668588	1073
KB668352	1539
KB669283	7638
KB668459	1299
KB668864	153758
KB669441	8568
KB668774	270107
KB669419	11231
KB668399	1351
KB668545	11372
KB669074	70225
KB669482	3112
KB668731	405878
KB668595	1120
KB668299	1778
KB668620	1029
KB668347	1565
KB668321	1621
KB669369	804489
KB668885	165251
KB668354	8458
KB669484	3052
KB669174	20180
KB668857	160335
KB668795	281738
KB668665	598465
KB669359	9679
KB668493	1220
KB669217	17769
KB669144	21438
KB668947	2413216
KB668928	85723
KB668583	1108
KB668992	953533
KB669338	2288
KB669056	70463
KB669467	23160
KB668610	1102
KB668769	333956
KB668715	364622
KB668562	1109
KB669089	19591
KB669437	3537
KB668413	1363
KB668962	59798
KB668960	60595
KB668482	1250
KB668707	538107
KB668366	1511
KB668256	619030
KB669225	748708
KB669081	1051734
KB668363	1467
KB668433	552028
KB668269	1962
KB668454	1244
KB668332	1622
KB668270	1954
KB669300	7051
KB668954	66343
KB668945	136316
KB668937	143402
KB669395	12496
KB669558	751082
KB668655	502668
KB668356	702105
KB668697	399666
KB668555	1493947
KB668265	1954
KB669550	2507
KB668307	1741
KB669460	13797
KB669382	36847
KB669044	28080
KB668525	1185
KB668698	412236
KB669120	27635
KB669567	10073
KB669432	4539
KB668421	1381
KB669005	43160
KB668650	1035
KB668440	1321
KB668851	164446
KB669254	7812
KB668312	1721
KB668319	1686
KB668423	1376
KB669267	20865
KB668543	1170
KB668553	10124
KB669539	1619
KB668917	109900
KB669423	22417
KB669384	14872
KB669131	13394
KB669448	9265
KB668560	1149
KB669270	10587
KB668749	317368
KB668717	402095
KB669232	8688
KB669556	9263
KB668662	619488
KB668337	1562
KB669259	7923
KB668502	1152
KB668976	51240
KB668608	1069
KB668368	1484
KB668517	1191
KB669565	10786
KB669414	997879
KB669404	4358
KB669037	29589
KB668780	348653
KB669568	2407
KB669277	6711
KB669399	4434
KB669023	44587
KB668884	114433
KB669606	10618
KB668983	49263
KB669446	1105
KB668762	351750
KB669472	14914
KB668233	2537
KB669412	16554
KB669421	11514
KB668724	348951
KB668386	1410
KB669203	774987
KB669352	13296
KB669521	2675
KB669365	11921
KB668910	155021
KB668722	376250
KB669239	24309
KB668221	3832769
KB669435	3740
KB668831	235509
KB668238	12420
KB668830	181046
KB669313	12040
KB668710	403275
KB669113	15291
KB669320	19854
KB669331	21999
KB668473	1260
KB669607	2229
KB669064	63697
KB668843	281781
KB669293	23783
KB668636	1068
KB669237	16879
KB669490	3562
KB668529	1173
KB669474	3217
KB668895	114630
KB668804	210176
KB668890	113735
KB668907	110301
KB669455	3454
KB669317	21289
KB669532	11836
KB668858	254377
KB668764	327039
KB669215	18711
KB669458	679292
KB669439	3725
KB668862	183313
KB669042	44342
KB668733	336433
KB668249	2060
KB669570	2398
KB668619	1087
KB668797	250364
KB669374	8581
KB668626	1081
KB668568	1047
KB668506	1177
KB668294	1742
KB668397	1418
KB668994	55037
KB668818	257953
KB669593	10012
KB669538	2546
KB668597	1078
KB668888	173967
KB668515	1193
KB668495	1215
KB668629	1075
KB668825	1174813
KB668789	318576
KB669181	789512
KB668263	1936
KB669152	25901
KB668695	480392
KB669340	46402
KB668923	116800
KB669515	9570
KB668741	530251
KB668254	9388
KB668415	1391
KB668590	1128
KB669223	9198
KB668575	1145
KB669582	1047
KB668918	93149
KB668801	257895
KB669066	110551
KB668682	470092
KB669285	15014
KB669536	625123
KB668658	9388
KB668538	1173
KB668389	547300
KB668461	1225
KB668684	499467
KB669592	1614
KB669347	864369
KB669302	12538
KB668314	1851
KB668548	1106
KB669393	4529
KB669162	12535
KB669106	72666
KB668932	88748
KB669006	48843
KB669188	56491
KB668648	1012
KB668638	1019
KB668523	1186
KB669480	819195
KB668293	10592
KB669444	3725
KB668281	1831
KB668952	74196
KB669604	2246
KB668647	1033
KB668677	681336
KB668771	363271
KB668330	1597
KB668930	90516
KB668340	1598
KB668867	135371
KB668812	217759
KB668958	62404
KB669366	1801
KB669000	50886
KB669201	32049
KB668224	2165
KB668242	9764
KB668272	1938
KB669207	62723
KB669333	8260
KB668614	1046
KB668739	321626
KB668766	300363
KB668328	1655
KB668279	1903
KB668980	84090
KB668756	460866
KB669498	9266
KB669401	22479
KB669035	46529
KB668324	1663
KB669160	26020
KB668787	268466
KB668943	119379
KB669091	79560
KB668231	10430
KB669173	11417
KB668720	419310
KB669410	1620
KB668778	349162
KB668975	160869
KB669208	9958
KB668381	1453
KB669470	3334
KB668853	306342
KB669126	15752
KB669276	23988
KB668605	1063
KB669261	18859
KB669519	2584
KB669025	910511
KB669295	9639
KB668480	1194
KB669133	46564
KB668342	1584
KB668997	42621
KB668558	1156
KB668653	1031
KB669507	2852
KB668442	1262
KB669453	3448
KB669477	17084
KB668240	2078
KB668776	315356
KB669019	85997
KB669256	7642
KB668900	132562
KB668475	1259
KB668735	362083
KB668297	1740
KB668567	665428
KB669155	28479
KB669425	740879
KB669465	1534
KB668570	1111
KB669288	19985
KB668841	402007
KB669416	4172
KB669310	5675
KB669235	9896
KB668674	519429
KB669076	21502
KB669318	6806
KB669101	36633
KB669493	2685
KB668905	109038
KB668577	1085
KB668806	292235
KB669363	5009
KB668598	1080
KB669009	39758
KB669230	8712
KB668912	93932
KB668580	1078
KB668631	1001
KB669451	3552
KB668624	1082
KB669084	61132
KB668531	1179
KB668712	384038
KB669247	782462
KB669111	41456
KB669586	2277
KB668866	140173
KB668758	385534
KB668719	370541
KB669233	8433
KB669325	699719
KB668903	1209509
KB669476	3205
KB668894	107655
KB669094	66985
KB669351	9189
KB669098	20177
KB668469	1241
KB668981	895344
KB669492	9971
KB669046	51232
KB669069	50128
KB669335	26005
KB669060	51639
KB669252	28595
KB668680	445264
KB669108	44710
KB669427	3765
KB669014	892505
KB668840	162809
KB669116	13985
KB669264	32220
KB668599	1033
KB668670	1428115
KB668767	282629
KB668245	629234
KB669409	4220
KB668633	577339
KB668550	1133
KB669067	22578
KB668536	1074
KB668686	424277
KB668833	181184
KB668940	149140
KB669601	2248
KB668463	1224
KB668803	1311425
KB669506	14167
KB668285	1838
KB669238	8897
KB669509	3034
KB669573	1608
KB668743	435175
KB668848	1452984
KB669452	29329
KB668499	1211
KB668875	136663
KB668971	55446
KB668476	1211
KB668630	1013
KB668625	1080
KB668566	1050
KB668444	1547433
KB668384	1395
KB668880	119321
KB668540	1173
KB669119	41522
KB669406	2643
KB669137	35004
KB668410	1271
KB668247	10011
KB669381	4638
KB669454	3439
KB668752	447341
KB668617	1034
KB668228	11434
KB668913	96216
KB669078	51937
KB669502	1948688
KB669403	972476
KB669245	23163
KB668557	1157
KB669033	88323
KB668814	1120714
KB668427	11527
KB669171	46461
KB668383	1451
KB669478	11547
KB668519	1162
KB668967	95786
KB668988	53724
KB668273	1934
KB668439	1236
KB669376	12035
KB669083	20514
KB668790	381342
KB668547	1166
KB668262	1995
KB668309	1733
KB668586	1076
KB668390	1388
KB669124	16497
KB668429	1361
KB668931	122185
KB668861	155807
KB669610	2158
KB669003	1206901
KB669243	29675
KB668283	1841
KB668521	1189
KB668915	117934
KB668274	1872
KB668358	1530
KB668371	1475
KB668737	1261231
KB668933	79790
KB669195	25911
KB668435	1347
KB668326	1612
KB669177	42709
KB669589	1140
KB669211	9663
KB668261	1942
KB668404	1366
KB668754	348546
KB669058	2367365
KB669562	2450
KB669303	744731
KB668906	201376
KB669198	25442
KB669530	2641
KB669461	13272
KB668870	1070199
KB668822	194798
KB668701	464364
KB668288	1820
KB668877	117944
KB668448	1309
KB669523	1792
KB668951	138666
KB668675	567668
KB669165	11593
KB668417	1388
KB668376	1452
KB668641	1057
KB669250	27098
KB668688	429614
KB668341	1589
KB669555	9941
KB669547	618077
KB668335	1614
KB669228	37910
KB669274	46373
KB669178	21049
KB669049	25553
KB669024	35227
KB669278	14588
KB669185	59113
KB668591	1081
KB668770	1246493
KB668395	1369
KB668815	231719
KB669575	9218
KB669372	4726
KB669343	9238
KB668489	554493
KB668316	1699
KB668612	1054
KB669222	9209
KB669292	737723
KB669157	46648
KB668661	494022
KB668471	1268
KB669513	2776
KB668350	1516
KB669346	10252
KB669337	5311
KB669463	3377
KB669308	6862
KB668726	1292245
KB668881	976588
KB669457	3449
KB668986	76084
KB669103	1272063
KB669269	757935
KB668745	346721
KB668979	53476
KB669598	9955
KB669579	10551
KB668644	475666
KB669114	878476
KB669588	2322
KB668838	189015
KB668855	161922
KB668846	164730
KB669430	3800
KB669361	21597
KB668668	583467
KB669552	2472
KB668552	1161
KB669314	718903
KB668365	1519
KB668585	1119
KB668901	272523
KB669327	2985
KB668808	233839
KB669041	66169
KB668388	1415
KB668223	602796
KB669609	1283
KB668425	1372
KB668236	2118
KB669495	2916
KB668304	1765
KB669218	9582
KB668635	1017
KB669079	21246
KB669071	46345
KB669349	1395
KB668510	1196
KB668234	602066
KB668667	580684
KB668850	162483
KB668657	10134
KB669266	17418
KB668375	1371
KB669379	4720
KB669258	886579
KB668887	113012
KB669027	135517
KB668785	408060
KB669010	113882
KB669020	39790
KB668407	1401
KB668622	608830
KB669139	13986
KB669500	11668
KB669146	34215
KB668892	1102954
KB668259	1998
KB669031	35019
KB669405	10435
KB669016	163727
KB668533	534943
KB668452	1259
KB668805	229600
KB669504	2656
KB669599	2274
KB669231	37132
KB669527	9603
KB669323	11374
KB668969	160148
KB668323	1608
KB668938	84402
KB668878	119041
KB669062	29821
KB668564	1094
KB669450	4212
KB668446	1280
KB668604	1054
KB669577	1392
KB668526	1181
KB669175	39756
KB669428	12190
KB669213	37577
KB668602	1077
KB668935	91325
KB669241	7944
KB668956	120529
KB669518	1731
KB669191	64211
KB668373	1430
KB669560	9244
KB668457	1183
KB669197	27399
KB669123	14194
KB668431	1246
KB668772	280564
KB669433	1681
KB669128	28231
KB668868	141784
KB668652	1012
KB668402	1412
KB668860	194374
KB668703	1311118
KB668485	1247
KB668949	87260
KB669305	22704
KB668824	198057
KB668508	1202
KB668450	1305
KB669167	61024
KB668643	1049
KB669511	2819
KB668673	478061
KB668704	403439
KB668579	1138
KB668990	53485
KB668965	70522
KB669391	2124680
KB669085	20192
KB668226	2197
KB668998	78982
KB668487	1240
KB668760	549422
KB669442	12396
KB669355	8206
KB669328	22346
KB668836	2772343
KB668908	288336
KB668291	1771
KB668378	571908
KB668921	132453
KB668458	1196
KB669205	40151
KB669053	40741
KB669584	9823
KB669447	784366
KB668436	1336
KB668360	1526
KB669028	85207
KB669345	20180
KB668501	1209
KB668344	11012
KB668817	280426
KB669220	10232
KB668993	59236
KB669140	30659
KB668253	2047
KB668348	1480
KB669525	624454
KB669148	14320
KB669279	14946
KB669096	44077
KB669158	812005
KB669534	2635
KB668491	1131
KB669370	11171
KB669459	9251
KB668926	101874
KB668792	1431544
KB669187	26336
KB669389	17375
KB669105	16818
KB669418	11767
KB668729	442039
KB669487	10744
KB669168	11654
KB669271	7016
KB668690	476461
KB669397	4455
KB668985	67428
KB669051	24999
KB669528	3251
KB669595	1269
KB668267	728241
KB669287	6506
KB668714	1305928
KB668478	598359
KB668574	1047
KB668874	134456
KB668542	1115
KB668339	1597
KB669542	2568
KB668393	1365
KB668593	1126
KB668412	1390
KB668535	1083
KB669130	13464
KB668561	1153
KB668509	1101
KB668748	1398093
KB669242	47375
KB668232	9151
KB668977	51354
KB668654	1014
KB669576	9853
KB668944	96325
KB668852	216557
KB668916	119190
KB669497	9804
KB668420	1322
KB668544	655972
KB668524	1146
KB669605	9498
KB668716	361004
KB668709	491865
KB669204	10043
KB669296	20496
KB669569	615895
KB668396	1369
KB669398	12810
KB668757	303086
KB669268	25236
KB669471	3308
KB668953	65923
KB668982	144207
KB669068	22480
KB669385	4589
KB668974	53643
KB668516	1122
KB669012	55560
KB668738	363329
KB668768	363071
KB669090	28325
KB668761	302988
KB668783	262082
KB668909	103572
KB668563	1134
KB669034	31323
KB669564	1490
KB668465	11115
KB668443	1196
KB669073	50454
KB668222	1876834
KB669312	5940
KB669436	911299
KB668606	1113
KB669321	7930
KB669112	20183
KB669298	26361
KB668298	1783
KB668889	109257
KB669275	11530
KB668637	1006
KB668723	382759
KB668725	3134932
KB669415	3217
KB669594	8770
KB669316	5854
KB668692	1835194
KB669311	6017
KB669216	40498
KB669253	21126
KB669512	9928
KB669229	9756
KB669104	55925
KB668241	2051
KB668618	1061
KB669063	92126
KB668829	244387
KB668679	436776
KB668899	132227
KB669248	23806
KB669147	898344
KB669284	6520
KB669180	11049
KB669061	74212
KB668775	355205
KB669151	27100
KB669546	2473
KB668896	133362
KB669420	11191
KB669440	10066
KB668750	390086
KB668472	1266
KB668453	1297
KB669581	8654
KB668528	1131
KB668807	228903
KB668844	215519
KB668621	1084
KB669537	2570
KB669551	9861
KB668794	269012
KB668277	1872
KB668569	1091
KB669319	13291
KB669364	9838
KB668300	578987
KB668346	1569
KB668225	2193
KB669339	13863
KB669485	3043
KB668315	1642
KB669375	4757
KB668730	440112
KB669107	30600
KB669368	4841
KB669226	23256
KB668362	1491
KB669299	35227
KB668919	88200
KB669307	10161
KB669202	17244
KB669082	20552
KB668333	1525199
KB668302	1673
KB668763	305818
KB668961	95419
KB668268	1866
KB668963	117862
KB669445	3544
KB668603	1020
KB669087	22985
KB668257	11321
KB669055	23931
KB668582	1134
KB668460	1226
KB669001	42245
KB668596	1029
KB668810	310469
KB669048	54242
KB668400	623310
KB668872	248811
KB668414	1335
KB668320	1640
KB669193	10527
KB669007	41288
KB668995	44086
KB668251	2078
KB668706	572386
KB668503	1207
KB668651	1036
KB669161	46593
KB668514	1134
KB668611	496162
KB669431	11599
KB668494	1202
KB669566	9417
KB668747	351697
KB668676	439401
KB669004	52476
KB668313	1723
KB668902	102889
KB668646	1032
KB669281	897800
KB668856	149201
KB669121	28376
KB668278	702492
KB668306	1638
KB669540	2548
KB668955	99671
KB669039	126980
KB669357	8832
KB668292	1765
KB668483	1198
KB669571	10321
KB668554	1161
KB668367	636359
KB668936	1176300
KB668572	1150
KB669290	6389
KB668380	1452
KB669386	11219
KB668786	350624
KB669297	29041
KB669092	887634
KB668230	2641
KB669400	11640
KB669456	3450
KB669469	758275
KB669407	4423
KB668331	1589
KB669142	16468
KB668781	1311501
KB668325	1665
KB669383	12644
KB668942	101067
KB669154	63347
KB668559	1102
KB668883	144846
KB668546	1167
KB669132	39726
KB669603	2248
KB668343	1525
KB668854	204352
KB669557	9203
KB668663	487926
KB669100	29348
KB669262	14010
KB668711	370470
KB669022	34302
KB668318	1687
KB669240	23628
KB669236	713413
KB668832	182728
KB668755	379841
KB668842	191259
KB669273	15615
KB669097	41711
KB669524	10855
KB669135	67769
KB669535	1466
KB669362	13934
KB669209	15313
KB669411	8979
KB669330	3612
KB669494	2862
KB668972	55108
KB669065	67722
KB668911	97490
KB669522	2708
KB668530	1182
KB669286	6515
KB669075	42324
KB668296	1788
KB668721	394764
KB668924	86974
KB669110	15682
KB668765	305606
KB668863	142259
KB668418	1387
KB669489	11405
KB668581	1133
KB668474	1233
KB668467	563073
KB668627	1079
KB669424	3883
KB668798	390668
KB669353	29986
KB669367	8506
KB669145	12715
KB668628	1052
KB668826	197211
KB669341	20291
KB668796	281960
KB668893	114095
KB668286	1745
KB668732	346637
KB668405	1355
KB669045	83355
KB668248	2087
KB669443	19197
KB668788	303927
KB668295	1767
KB669373	12149
KB668694	522677
KB669483	1763
KB669015	37897
KB669481	10485
KB669224	35312
KB668355	1534
KB669548	2484
KB668683	458860
KB668311	612466
KB668659	1545011
KB668777	381111
KB669516	15466
KB669422	12622
KB669251	32569
KB669018	64797
KB668922	86274
KB669544	2548
KB669583	10013
KB668398	1338
KB668353	1538
KB668740	361159
KB669153	30180
KB668616	1032
KB668700	478136
KB668699	417556
KB668522	703988
KB668481	1251
KB668649	1037
KB668432	1349
KB668512	1195
KB668280	1882
KB668455	1241
KB668946	73109
KB668929	81915
KB669194	47183
KB669394	4496
KB668609	1107
KB669127	28091
KB668369	1426
KB668505	1164
KB669182	20739
KB668357	1479
KB669301	23956
KB669163	68827
KB668819	222314
KB669350	5016
KB668392	1322
KB668639	1034
KB668959	938304
KB669200	11604
KB668264	1910
KB669332	5477
KB668382	1452
KB668271	1885
KB669047	999242
KB668243	1029
KB668685	423927
KB669591	727002
KB668385	1437
KB668462	1191
KB669559	9679
KB669612	8867
KB668496	1212
KB669417	12924
KB668811	307801
